text,label,flag_words
කණ්ඩායම් නායකයෝ අදාල තත්ත්වය අනුව පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"කණ්ඩායම් නායකයෝ ඇතැම් ඇතැම් අවස්ථාවල පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
කණ්ඩායම් නායකයෝ සමහර වෙලාවට අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"දේශපාලකයන් අලුත් ප්‍රවණතාවයක් වෙලා වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් ඇතුලේ කෙනෙක් කියනවා ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,ඇතුලේ කෙනෙක්
"කාර්ය මණ්ඩලය ඇතැම් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය admin ලා අතිශය කට්ට කාලයක් නාස්ති නේද? කඩිනම්ව වෙනස් වෙන්න! හරිද?,HATE,
"කතාවක් යනවා පුවත් ආයතන සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් මේ දවස්වල අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
ඔය පිරිස වැඩේ බොහොම හරිම අප්පිරියයි. වැඩක් නැති වාද කරන්නෙ. දැන්ම හදාගන්න! ඉතින්.,HATE,අප්පිරියයි
මාධ්යවේදීන් කාලෙකට කාලෙට අවධානය අඩු වගේ පෙනෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
"වෛද්‍යවරුන් හෙළිවුණා කියලා කියනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,හෙළිවුණා
"සමාජ මාධ්‍ය පරිශීලකයන් කුඩා පිරිසක් සමහර වෙලාවට අඩු සාක්ෂි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
කණ්ඩායම් නායකයෝ ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,ඇතුලේ කෙනෙක්
"වෘත්තීයවේදීන් ගැන විවේචනයක් තියෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ඔය සෙට් එක සහමුලින්ම අදාල නැති වැඩ නේද? දැන්ම හදාගන්න! නෙමෙයිද?,HATE,අදාල නැති
ඔයාලා සහමුලින්ම අදාල නැති වැඩ නේද? මොළේ යොදාගන්න!,HATE,අදාල නැති
ඔය පාලකයෝ වැඩේ ඇත්තටම වැඩකට නැහැ. වෙන අයට හානියක් කරනවා. වගකීම ගන්න! ඉතින්.,HATE,
ඔය සෙට් එක අදාල නැති වැඩ ඉතින්.,HATE,අදාල නැති
"පොලිස් නිලධාරීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,
මාධ්යවේදීන් සතියකට වරක් වගේ අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ටික්ටොක්කර්ලා තුළ දුර්වලතා කිහිපයක් තිබ්බත්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය පිරිසට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අදාල නැති වැඩ නෙමෙයිද?,HATE,අදාල නැති
මිනිස්සු කියන විදියට ටික්ටොක්කර්ලා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,
"අහලා තියෙනවා කණ්ඩායම් නායකයෝ රහසේ පාලනයක් තියෙනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහසේ, පාලනයක්"
"කණ්ඩායම් නායකයෝ කතාවක් යනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
මේක ඔය admin ලාගේ පුරුද්දක් වගේ—මෝඩ තීරණ හරිද?,HATE,මෝඩ
රාජ්‍ය සේවකයන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,ඇතුලේ කෙනෙක්
ඔය සෙට් එක හරිම අප්පිරියයි,HATE,අප්පිරියයි
එයාලා අන්ධ හැසිරීම හරිද?,HATE,
ඔයාලා හරිම ලජ්ජාවක් නේද? ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,
ඔය ටීම් එකගේ වැඩ කට්ට කාලයක් නාස්ති ඉතින්.,HATE,
වෘත්තීයවේදීන් ගැන බේරාගන්න නීති රහසේ වෙනස් කරනවා හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහසේ, හෙළිවුණා"
ඔය admin ලාගේ වැඩ වැඩකට නැහැ හරිද?,HATE,
පොලිස් නිලධාරීන් ගැන සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
"යූටියුබර්ලා ඇතැම් අවස්ථා කිහිපයකදී අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ඔයා කරන වැඩෙන් බොරුව පතුරවනවා. ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,"බොරුව, පතුරවනවා"
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අදාල නැති වැඩ ඒකයි.,HATE,අදාල නැති
එයාලාගේ වැඩ හරිම අප්පිරියයි දැන් බලන්න.,HATE,අප්පිරියයි
"රාජ්‍ය සේවකයන් කීප දෙනෙක් අවස්ථා කිහිපයකදී පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"දේශපාලකයන් සමහර වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය සෙට් එක අතිශය අසාර්ථකයි. ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,
කණ්ඩායම් නායකයෝ ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
"මාධ්යවේදීන් කිහිපදෙනෙක් සතියකට වරක් වගේ අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"සමාජ මාධ්‍ය පරිශීලකයන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
වෛද්‍යවරුන් ගැන පිටරටවලින් මුදල් ගන්නවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
ඔය සෙට් එක ඇත්තටම අදාල නැති වැඩ. මොළේ යොදාගන්න! ඉතින්.,HATE,අදාල නැති
එයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ කට්ට කාලයක් නාස්ති ඒකයි.,HATE,
"සමාජ මාධ්‍ය පරිශීලකයන් කියනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, පාලනයක්"
"ගුරුවරුන් ගැන විවේචනයක් තියෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"මාධ්යවේදීන් අලුත් ප්‍රවණතාවයක් වෙලා වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය සෙට් එක කරන වැඩෙන් බොරුව පතුරවනවා. වගකීම ගන්න!,HATE,"බොරුව, පතුරවනවා"
"වෛද්‍යවරුන් ඇතැම් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය පිරිස හැමදාම මෙහෙමයි: මෝඩ තීරණ. මිනිස්සුන්ට අමාරු කරනවා නෙමෙයිද?,HATE,මෝඩ
"පොලිස් නිලධාරීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා ඇතුලේ කෙනෙක් කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,ඇතුලේ කෙනෙක්
ඔයාලා කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම පිළිවෙලක් නෑ. වගකීම ගන්න! නෙමෙයිද?,HATE,අමාරුයි
ඔය සෙට් එක වැඩේ හදවතින්ම ලජ්ජාවක්. විශ්වාසය කඩනවා. වගකීම ගන්න! ඉතින්.,HATE,
කණ්ඩායම් නායකයෝ අදාල තත්ත්වය අනුව පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"යූටියුබර්ලා ඇතැම් අලුත් ප්‍රවණතාවයක් වෙලා අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"බ්ලොග් ලියන අය කාලෙකට කාලෙට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"වෘත්තීයවේදීන් කුඩා පිරිසක් සමහර වෙලාවට අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"ගොඩක් අය කියනවා කණ්ඩායම් නායකයෝ ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
එයාලා හැමදාම මෙහෙමයි: ඇත්තටම නරකයි. වෙන අයට හානියක් කරනවා ඒකයි.,HATE,
සමාජ මාධ්‍ය පරිශීලකයන් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ පෙනෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"සමාජ මාධ්‍ය පරිශීලකයන් කියනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
සමාජ මාධ්‍ය පරිශීලකයන් අවස්ථා කිහිපයකදී අවධානය අඩු වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"ගුරුවරුන් කිහිපදෙනෙක් සතියකට වරක් වගේ අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
වෛද්‍යවරුන් අදාල තත්ත්වය අනුව අසමතුලිත වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: වැඩකට නැහැ. වෙන අයට හානියක් කරනවා ඒකයි.,HATE,
ඔයා කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. නවත්තන්න! ඒකයි.,HATE,නවත්තන්න
ඔය පිරිස කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම අසභ්‍ය වැඩ. ආයෙම කරන්නේ නැතුව ඉන්න! හරිද?,HATE,අමාරුයි
ඔය සෙට් එක කියන දේ අහන්නත් අමාරුයි. හරිම කට්ට කාලයක් නාස්ති. කඩිනම්ව වෙනස් වෙන්න! දැන් බලන්න.,HATE,අමාරුයි
ඔය ටීම් එක කියන දේ අහන්නත් අමාරුයි. හදවතින්ම ඇත්තටම නරකයි. නවත්තන්න!,HATE,"නවත්තන්න, අමාරුයි"
දේශපාලකයන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
යූටියුබර්ලා සතියකට වරක් වගේ අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"වෛද්‍යවරුන් සමහර සතියකට වරක් වගේ අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"කණ්ඩායම් නායකයෝ අහලා තියෙනවා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් සමහර වෙලාවට අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"වෛද්‍යවරුන් අවස්ථා කිහිපයකදී වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔයා ලජ්ජාවක් හරිද?,HATE,
"පොලිස් නිලධාරීන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"ඇතුලේ කෙනෙක් කියනවා යූටියුබර්ලා පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,ඇතුලේ කෙනෙක්
සමාජ මාධ්‍ය පරිශීලකයන් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"ටික්ටොක්කර්ලා අතුරින් කිහිපය අවස්ථා කිහිපයකදී අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
යූටියුබර්ලා ගැන ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,හෙළිවුණා
එයාලාගේ වැඩ බොරුව හරිද?,HATE,බොරුව
කාර්ය මණ්ඩලය ගැන බේරාගන්න නීති රහසේ වෙනස් කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,රහසේ
මිනිස්සු කියන විදියට ගුරුවරුන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,
ඔය පාලකයෝ අදාල නැති වැඩ නෙමෙයිද?,HATE,අදාල නැති
ඔය කණ්ඩායම ඇත්තටම වගකීමක් නෑ. දැන්ම හදාගන්න! හරිද?,HATE,
"ගුරුවරුන් අතුරින් කිහිපය මේ දවස්වල අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ඔය සෙට් එක කියන දේ අහන්නත් අමාරුයි. අතිශය වගකීමක් නෑ. ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,අමාරුයි
ඔයා හැමදාම මෙහෙමයි: මෝඩ තීරණ. බොරුව පතුරවනවා ඉතින්.,HATE,"මෝඩ, බොරුව, පතුරවනවා"
"ගුරුවරුන් ගොඩක් අය කියනවා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,රහස්
ඔය කණ්ඩායම බොහොම පිළිවෙලක් නෑ. ආයෙම කරන්නේ නැතුව ඉන්න! නෙමෙයිද?,HATE,
"යූටියුබර්ලා කුඩා පිරිසක් සමහර වෙලාවට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"රාජ්‍ය සේවකයන් ගැන විවේචනයක් තියෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෛද්‍යවරුන් අදාල තත්ත්වය අනුව අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
මේක ඔය admin ලාගේ පුරුද්දක් වගේ—හරිම අප්පිරියයි නෙමෙයිද?,HATE,අප්පිරියයි
"සමාජ මාධ්‍ය පරිශීලකයන් සමහර වෙලාවට වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය පාලකයෝට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අසභ්‍ය වැඩ ඉතින්.,HATE,
යූටියුබර්ලා පසුගිය කාලේදී අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
ඔය admin ලා කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. වගකීම ගන්න! හරිද?,HATE,
"කතාවක් යනවා රාජ්‍ය සේවකයන් ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
"අහලා තියෙනවා බ්ලොග් ලියන අය පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
"රාජ්‍ය සේවකයන් සමහර වෙලාවට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එකට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අන්ධ හැසිරීම හරිද?,HATE,
"හෙළිවුණා කියලා කියනවා පොලිස් නිලධාරීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,හෙළිවුණා
"වෛද්‍යවරුන් කුඩා පිරිසක් කාලෙකට කාලෙට අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ඔය admin ලා කියන දේ අහන්නත් අමාරුයි. ඇත්තටම ලජ්ජාවක්. වගකීම ගන්න! හරිද?,HATE,අමාරුයි
ඔය ටීම් එක බොහොම අසභ්‍ය වැඩ. මොළේ යොදාගන්න! ඒකයි.,HATE,
"කාර්ය මණ්ඩලය සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කතාවක් යනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,රහස්
"කාර්ය මණ්ඩලය කතාවක් යනවා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,රහස්
ටික්ටොක්කර්ලා ගැන පිටරටවලින් මුදල් ගන්නවා අහලා තියෙනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
එයාලා කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම අසභ්‍ය වැඩ. කඩිනම්ව වෙනස් වෙන්න! නෙමෙයිද?,HATE,අමාරුයි
"සමාජ මාධ්‍ය පරිශීලකයන් අදාල තත්ත්වය අනුව වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය පිරිස හැමදාම මෙහෙමයි: අසභ්‍ය වැඩ. විශ්වාසය කඩනවා,HATE,
මේක ඔයාගේ පුරුද්දක් වගේ—කට්ට කාලයක් නාස්ති ඉතින්.,HATE,
ඔය සෙට් එකගේ වැඩ හරිම අප්පිරියයි,HATE,අප්පිරියයි
ඔය admin ලා අතිශය බොරුව නේද? මොළේ යොදාගන්න! දැන් බලන්න.,HATE,බොරුව
ඔය සෙට් එක හැමදාම මෙහෙමයි: වගකීමක් නෑ. බොරුව පතුරවනවා නෙමෙයිද?,HATE,"බොරුව, පතුරවනවා"
"ගුරුවරුන් කිහිපදෙනෙක් අවස්ථා කිහිපයකදී අධික වේගයෙන් වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"ගුරුවරුන් ඇතැම් අවස්ථා කිහිපයකදී අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"කණ්ඩායම් නායකයෝ දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,හෙළිවුණා
"දේශපාලකයන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෘත්තීයවේදීන් ගැන රහසේ පාලනයක් තියෙනවා අහලා තියෙනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහසේ, පාලනයක්"
එයාලා හදවතින්ම ලජ්ජාවක් නේද? කඩිනම්ව වෙනස් වෙන්න! ඒකයි.,HATE,
ඔය කණ්ඩායම හරිම අප්පිරියයි ඉතින්.,HATE,අප්පිරියයි
සමාජ මාධ්‍ය පරිශීලකයන් සමහර වෙලාවට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
ඔය admin ලා කියන දේ අහන්නත් අමාරුයි. හදවතින්ම මෝඩ තීරණ. ආයෙම කරන්නේ නැතුව ඉන්න! හරිද?,HATE,"මෝඩ, අමාරුයි"
"වෘත්තීයවේදීන් අවස්ථා කිහිපයකදී වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"පොලිස් නිලධාරීන් ගැන විවේචනයක් තියෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"ටික්ටොක්කර්ලා කතාවක් යනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, පාලනයක්"
ඔය පිරිස හැමදාම මෙහෙමයි: කට්ට කාලයක් නාස්ති. සමාජය අවුල් කරනවා හරිද?,HATE,
වෛද්‍යවරුන් පසුගිය කාලේදී පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
ටික්ටොක්කර්ලා ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
"කණ්ඩායම් නායකයෝ ඇතුලේ කෙනෙක් කියනවා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,ඇතුලේ කෙනෙක්
බ්ලොග් ලියන අය වෙන වෙන වෙලාවට පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
මිනිස්සු කියන විදියට සමාජ මාධ්‍ය පරිශීලකයන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්. සාක්ෂි දාලා නැහැ.,DISINFO,රහස්
"වෘත්තීයවේදීන් කීප දෙනෙක් මේ දවස්වල පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"රාජ්‍ය සේවකයන් කාලෙකට කාලෙට වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"මාධ්යවේදීන් මේ දවස්වල වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"ගුරුවරුන් රහසේ මොකක්හරි කරනවා කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,රහසේ
"කියනවා වෘත්තීයවේදීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
සමාජ මාධ්‍ය පරිශීලකයන් කාලෙකට කාලෙට අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"බ්ලොග් ලියන අය අදාල තත්ත්වය අනුව වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය පිරිස බොහොම වැඩකට නැහැ නේද? මොළේ යොදාගන්න! නෙමෙයිද?,HATE,
එයාලා කරන වැඩෙන් විශ්වාසය කඩනවා. කඩිනම්ව වෙනස් වෙන්න! ඉතින්.,HATE,
කණ්ඩායම් නායකයෝ කාලෙකට කාලෙට පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
ඔය පාලකයෝගේ වැඩ අසභ්‍ය වැඩ ඒකයි.,HATE,
"යූටියුබර්ලා කිහිපදෙනෙක් පසුගිය කාලේදී පක්ෂපාති වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෘත්තීයවේදීන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
ඔය ටීම් එක වැඩේ හදවතින්ම අදාල නැති වැඩ. විශ්වාසය කඩනවා. දැන්ම හදාගන්න! නෙමෙයිද?,HATE,අදාල නැති
"ටික්ටොක්කර්ලා කාලෙකට කාලෙට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"බ්ලොග් ලියන අය ගොඩක් අය කියනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
සමාජ මාධ්‍ය පරිශීලකයන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
මිනිස්සු කියන විදියට කණ්ඩායම් නායකයෝ රහසේ පාලනයක් තියෙනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහසේ, පාලනයක්"
සමාජ මාධ්‍ය පරිශීලකයන් ගැන බේරාගන්න නීති රහසේ වෙනස් කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,රහසේ
