post_id,user_id,source,text,label
post_758,user_39,facebook,politicians culture එක totally outdated,HATE
post_759,user_139,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_760,user_195,news_portal,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_761,user_136,twitter,officials culture එක totally outdated,HATE
post_762,user_37,youtube,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_763,user_134,news_portal,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_764,user_22,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_765,user_164,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_766,user_16,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_767,user_75,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_768,user_189,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_769,user_70,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_770,user_200,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_771,user_116,news_portal,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_772,user_138,youtube,officials ලා හරිම smart නේද? 😏,HATE
post_773,user_119,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_774,user_176,youtube,politicians ලා always complain කරනවා lol,HATE
post_775,user_84,twitter,ඔයා students වගේ behave කරනවා 😂,HATE
post_776,user_102,facebook,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_777,user_8,news_portal,influencers culture එක totally outdated,HATE
post_778,user_141,twitter,අද weather එක nice වගේ 😊,NORMAL
post_779,user_27,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_780,user_200,twitter,students ලා හරිම smart නේද? 😏,HATE
post_781,user_96,facebook,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_782,user_20,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_783,user_114,twitter,අද weather එක nice වගේ 😊,NORMAL
post_784,user_32,facebook,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_785,user_147,news_portal,officials culture එක totally outdated,HATE
post_786,user_98,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_787,user_48,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_788,user_9,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_789,user_141,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_790,user_99,twitter,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_791,user_135,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_792,user_98,youtube,influencers culture එක totally outdated,HATE
post_793,user_89,youtube,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_794,user_7,youtube,students ලා always complain කරනවා lol,HATE
post_795,user_200,youtube,ඔයා officials වගේ behave කරනවා 😂,HATE
post_796,user_92,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_797,user_64,twitter,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_798,user_15,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_799,user_91,twitter,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_800,user_82,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_801,user_181,youtube,influencers ලා always complain කරනවා lol,HATE
post_802,user_145,twitter,influencers culture එක totally outdated,HATE
post_803,user_45,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_804,user_60,twitter,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_805,user_1,youtube,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_806,user_88,twitter,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_807,user_38,twitter,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_808,user_19,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_809,user_87,youtube,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_810,user_188,news_portal,media people culture එක totally outdated,HATE
post_811,user_182,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_812,user_97,youtube,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_813,user_187,facebook,officials ලා always complain කරනවා lol,HATE
post_814,user_9,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_815,user_157,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_816,user_37,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_817,user_82,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_818,user_3,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_819,user_18,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_820,user_185,facebook,ඔයා officials වගේ behave කරනවා 😂,HATE
post_821,user_188,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_822,user_97,youtube,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_823,user_123,twitter,officials ලා හරිම smart නේද? 😏,HATE
post_824,user_9,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_825,user_27,facebook,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_826,user_42,facebook,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_827,user_153,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_828,user_43,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_829,user_26,youtube,students ලා හරිම smart නේද? 😏,HATE
post_830,user_179,youtube,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_831,user_25,facebook,influencers culture එක totally outdated,HATE
post_832,user_126,twitter,අද weather එක nice වගේ 😊,NORMAL
post_833,user_1,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_834,user_161,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_835,user_7,twitter,media people ලා හරිම smart නේද? 😏,HATE
post_836,user_122,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_837,user_126,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_838,user_48,youtube,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_839,user_115,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_840,user_68,twitter,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_841,user_39,facebook,ඔයා media people වගේ behave කරනවා 😂,HATE
post_842,user_106,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_843,user_100,news_portal,officials ලා always complain කරනවා lol,HATE
post_844,user_61,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_845,user_102,facebook,influencers ලා always complain කරනවා lol,HATE
post_846,user_147,twitter,අද weather එක nice වගේ 😊,NORMAL
post_847,user_45,twitter,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_848,user_11,news_portal,ඔයා officials වගේ behave කරනවා 😂,HATE
post_849,user_161,twitter,media people ලා always complain කරනවා lol,HATE
post_850,user_187,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_851,user_102,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_852,user_118,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_853,user_134,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_854,user_39,twitter,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_855,user_195,facebook,අද weather එක nice වගේ 😊,NORMAL
post_856,user_200,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_857,user_89,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_858,user_168,news_portal,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_859,user_10,twitter,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_860,user_159,news_portal,ඔයා officials වගේ behave කරනවා 😂,HATE
post_861,user_177,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_862,user_96,facebook,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_863,user_72,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_864,user_77,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_865,user_107,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_866,user_55,news_portal,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_867,user_15,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_868,user_130,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_869,user_146,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_870,user_52,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_871,user_13,youtube,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_872,user_119,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_873,user_96,news_portal,officials ලා always complain කරනවා lol,HATE
post_874,user_122,youtube,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_875,user_192,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_876,user_13,twitter,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_877,user_166,twitter,media people ලා හරිම smart නේද? 😏,HATE
post_878,user_105,facebook,අද weather එක nice වගේ 😊,NORMAL
post_879,user_34,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_880,user_65,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_881,user_90,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_882,user_78,news_portal,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_883,user_131,youtube,influencers ලා always complain කරනවා lol,HATE
post_884,user_73,youtube,අද weather එක nice වගේ 😊,NORMAL
post_885,user_17,youtube,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_886,user_67,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_887,user_196,twitter,අද weather එක nice වගේ 😊,NORMAL
post_888,user_104,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_889,user_7,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_890,user_108,news_portal,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_891,user_182,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_892,user_183,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_893,user_122,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_894,user_44,twitter,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_895,user_33,youtube,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_896,user_86,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_897,user_58,youtube,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_898,user_67,youtube,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_899,user_14,facebook,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_900,user_31,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_901,user_106,facebook,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_902,user_88,news_portal,officials ලා always complain කරනවා lol,HATE
post_903,user_81,twitter,ඔයා officials වගේ behave කරනවා 😂,HATE
post_904,user_162,twitter,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_905,user_116,youtube,students ලා හරිම smart නේද? 😏,HATE
post_906,user_196,twitter,Movie එක pretty good actually,NORMAL
post_907,user_34,news_portal,officials culture එක totally outdated,HATE
post_908,user_123,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_909,user_52,youtube,අද weather එක nice වගේ 😊,NORMAL
post_910,user_194,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_911,user_188,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_912,user_89,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_913,user_99,youtube,politicians ලා හරිම smart නේද? 😏,HATE
post_914,user_77,youtube,influencers culture එක totally outdated,HATE
post_915,user_135,youtube,Movie එක pretty good actually,NORMAL
post_916,user_35,youtube,Movie එක pretty good actually,NORMAL
post_917,user_193,twitter,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_918,user_59,twitter,students ලා හරිම smart නේද? 😏,HATE
post_919,user_6,twitter,අද weather එක nice වගේ 😊,NORMAL
post_920,user_183,facebook,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_921,user_160,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_922,user_170,facebook,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_923,user_30,news_portal,Movie එක pretty good actually,NORMAL
post_924,user_32,youtube,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_925,user_178,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_926,user_26,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_927,user_180,twitter,Movie එක pretty good actually,NORMAL
post_928,user_131,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_929,user_128,twitter,students ලා always complain කරනවා lol,HATE
post_930,user_134,twitter,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_931,user_42,facebook,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_932,user_177,news_portal,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_933,user_4,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_934,user_127,twitter,අද weather එක nice වගේ 😊,NORMAL
post_935,user_20,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_936,user_60,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_937,user_119,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_938,user_75,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_939,user_30,facebook,අද weather එක nice වගේ 😊,NORMAL
post_940,user_36,twitter,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_941,user_160,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_942,user_47,facebook,education policy behind government decision කියලා sources කියනවා,DISINFO
post_943,user_70,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_944,user_43,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_945,user_186,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_946,user_107,news_portal,officials ලා always complain කරනවා lol,HATE
post_947,user_157,news_portal,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_948,user_176,twitter,officials culture එක totally outdated,HATE
post_949,user_106,news_portal,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_950,user_168,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_951,user_148,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_952,user_134,facebook,Movie එක pretty good actually,NORMAL
post_953,user_187,twitter,Movie එක pretty good actually,NORMAL
post_954,user_170,news_portal,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_955,user_14,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_956,user_121,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_957,user_193,news_portal,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_958,user_72,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_959,user_165,news_portal,Movie එක pretty good actually,NORMAL
post_960,user_21,news_portal,influencers culture එක totally outdated,HATE
post_961,user_23,news_portal,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_962,user_128,facebook,ඔයා officials වගේ behave කරනවා 😂,HATE
post_963,user_10,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_964,user_164,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_965,user_53,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_966,user_14,twitter,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_967,user_197,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_968,user_116,facebook,අද weather එක nice වගේ 😊,NORMAL
post_969,user_57,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_970,user_163,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_971,user_180,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_972,user_36,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_973,user_51,twitter,අද weather එක nice වගේ 😊,NORMAL
post_974,user_56,news_portal,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_975,user_194,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_976,user_198,news_portal,influencers culture එක totally outdated,HATE
post_977,user_35,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_978,user_189,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_979,user_150,news_portal,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_980,user_149,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_981,user_100,youtube,officials ලා always complain කරනවා lol,HATE
post_982,user_156,twitter,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_983,user_76,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_984,user_155,youtube,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_985,user_189,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_986,user_160,youtube,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_987,user_167,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_988,user_178,youtube,අද weather එක nice වගේ 😊,NORMAL
post_989,user_144,news_portal,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_990,user_182,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_991,user_109,facebook,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_992,user_98,twitter,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_993,user_69,twitter,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_994,user_16,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_995,user_92,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_996,user_190,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_997,user_61,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_998,user_107,youtube,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_999,user_191,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_1000,user_58,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_1001,user_155,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1002,user_115,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1003,user_189,facebook,politicians culture එක totally outdated,HATE
post_1004,user_72,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1005,user_66,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1006,user_182,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1007,user_153,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1008,user_147,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1009,user_57,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1010,user_130,twitter,influencers culture එක totally outdated,HATE
post_1011,user_104,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1012,user_55,youtube,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1013,user_56,news_portal,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_1014,user_172,youtube,students culture එක totally outdated,HATE
post_1015,user_158,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1016,user_83,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_1017,user_66,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1018,user_132,news_portal,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1019,user_167,twitter,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1020,user_25,twitter,influencers ලා always complain කරනවා lol,HATE
post_1021,user_161,facebook,students ලා හරිම smart නේද? 😏,HATE
post_1022,user_109,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1023,user_180,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_1024,user_176,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1025,user_184,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1026,user_14,twitter,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_1027,user_148,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1028,user_116,news_portal,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_1029,user_100,facebook,politicians ලා always complain කරනවා lol,HATE
post_1030,user_185,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1031,user_180,facebook,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_1032,user_75,youtube,politicians ලා always complain කරනවා lol,HATE
post_1033,user_196,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_1034,user_8,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1035,user_57,twitter,Movie එක pretty good actually,NORMAL
post_1036,user_76,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1037,user_187,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1038,user_143,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1039,user_2,news_portal,influencers ලා always complain කරනවා lol,HATE
post_1040,user_79,twitter,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_1041,user_166,twitter,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1042,user_158,youtube,politicians ලා හරිම smart නේද? 😏,HATE
post_1043,user_172,facebook,officials ලා always complain කරනවා lol,HATE
post_1044,user_141,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1045,user_18,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1046,user_186,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1047,user_172,twitter,ඔයා media people වගේ behave කරනවා 😂,HATE
post_1048,user_18,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1049,user_116,youtube,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1050,user_150,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1051,user_94,youtube,Movie එක pretty good actually,NORMAL
post_1052,user_2,youtube,students ලා හරිම smart නේද? 😏,HATE
post_1053,user_190,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1054,user_35,youtube,education policy behind government decision කියලා sources කියනවා,DISINFO
post_1055,user_92,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1056,user_45,facebook,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_1057,user_51,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1058,user_20,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1059,user_8,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1060,user_10,youtube,influencers ලා always complain කරනවා lol,HATE
post_1061,user_168,twitter,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_1062,user_198,youtube,officials ලා හරිම smart නේද? 😏,HATE
post_1063,user_131,facebook,Movie එක pretty good actually,NORMAL
post_1064,user_129,facebook,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1065,user_43,twitter,Movie එක pretty good actually,NORMAL
post_1066,user_46,twitter,media people culture එක totally outdated,HATE
post_1067,user_57,news_portal,politicians ලා හරිම smart නේද? 😏,HATE
post_1068,user_95,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1069,user_93,news_portal,Movie එක pretty good actually,NORMAL
post_1070,user_12,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_1071,user_134,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1072,user_140,twitter,Movie එක pretty good actually,NORMAL
post_1073,user_97,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1074,user_20,youtube,Movie එක pretty good actually,NORMAL
post_1075,user_133,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1076,user_124,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1077,user_43,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1078,user_72,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1079,user_41,youtube,politicians ලා always complain කරනවා lol,HATE
post_1080,user_59,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1081,user_30,news_portal,Movie එක pretty good actually,NORMAL
post_1082,user_54,twitter,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1083,user_12,twitter,influencers ලා always complain කරනවා lol,HATE
post_1084,user_35,facebook,students ලා always complain කරනවා lol,HATE
post_1085,user_43,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_1086,user_154,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_1087,user_115,news_portal,students culture එක totally outdated,HATE
post_1088,user_106,twitter,students ලා always complain කරනවා lol,HATE
post_1089,user_169,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1090,user_176,youtube,Movie එක pretty good actually,NORMAL
post_1091,user_152,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1092,user_99,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1093,user_134,news_portal,influencers ලා හරිම smart නේද? 😏,HATE
post_1094,user_46,news_portal,influencers ලා always complain කරනවා lol,HATE
post_1095,user_137,facebook,ඔයා officials වගේ behave කරනවා 😂,HATE
post_1096,user_34,facebook,Movie එක pretty good actually,NORMAL
post_1097,user_108,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1098,user_136,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1099,user_197,news_portal,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1100,user_195,facebook,Movie එක pretty good actually,NORMAL
post_1101,user_66,news_portal,politicians ලා හරිම smart නේද? 😏,HATE
post_1102,user_154,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
