text,label,flag_words
ඔය සෙට් එක කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. මොළේ යොදාගන්න!,HATE,"කරනවා, සෙට්, කරන වැඩෙන්, මොළේ යොදාගන්න, වැඩෙන්, කරන"
"ටික්ටොක්කර්ලා තුළ දුර්වලතා කිහිපයක් තිබ්බත්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: අන්ධ හැසිරීම. මිනිස්සුන්ට අමාරු කරනවා නෙමෙයිද?,HATE,"කරනවා, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි, පාලකයෝ, අන්ධ හැසිරීම"
"කණ්ඩායම් නායකයෝ සතියකට වරක් වගේ වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"යූටියුබර්ලා සමහර වෙලාවට වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එකගේ වැඩ අදාල නැති වැඩ නෙමෙයිද?,HATE,"වැඩ, ටීම්, නැති, අදාල නැති වැඩ, නැති වැඩ, අදාල නැති"
"ගුරුවරුන් සමහර පසුගිය කාලේදී අධික වේගයෙන් වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"වෛද්‍යවරුන් තුළ දුර්වලතා කිහිපයක් තිබ්බත්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
ඔය ටීම් එක ඇත්තටම ඇත්තටම නරකයි නේද? මොළේ යොදාගන්න! ඒකයි.,HATE,"ඒකයි, ඇත්තටම, ටීම්, මොළේ යොදාගන්න, යොදාගන්න, මොළේ"
දේශපාලකයන් ගැන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස්, ඇතුලේ කෙනෙක්, තහවුරු, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු, තහවුරු කරගන්න"
"යූටියුබර්ලා කතාවක් යනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"සාක්ෂි, ඒකට, තොරතුරු, බොරුව පතුරවනවා, පතුරවනවා, ඒකට හොඳ සාක්ෂි"
ඔය පිරිස හැමදාම මෙහෙමයි: පිළිවෙලක් නෑ. වෙන අයට හානියක් කරනවා දැන් බලන්න.,HATE,"බලන්න, කරනවා, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි, පිරිස"
මාධ්යවේදීන් අවස්ථා කිහිපයකදී අධික වේගයෙන් වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
පොලිස් නිලධාරීන් මේ දවස්වල අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"රාජ්‍ය සේවකයන් අතුරින් කිහිපය මේ දවස්වල අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"ගොඩක් අය කියනවා යූටියුබර්ලා බේරාගන්න නීති රහසේ වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහසේ, තහවුරු, කරනවා, වෙනස්, වෙනස් කරනවා, මමත් තහවුරු"
ඔය පිරිසගේ වැඩ පිළිවෙලක් නෑ ඉතින්.,HATE,"වැඩ, පිළිවෙලක්, පිරිසගේ, පිරිසගේ වැඩ, වැඩ පිළිවෙලක්"
ටික්ටොක්කර්ලා අවස්ථා කිහිපයකදී අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
එයාලා ඇත්තටම මෝඩ තීරණ නේද? වගකීම ගන්න!,HATE,"මෝඩ, වගකීම ගන්න, වගකීම, ඇත්තටම, ගන්න, මෝඩ තීරණ"
"ඇතුලේ කෙනෙක් කියනවා මාධ්යවේදීන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස්, ඇතුලේ කෙනෙක්, තහවුරු, මමත් තහවුරු, මමත්, කෙනෙක්"
"ටික්ටොක්කර්ලා ගැන අදහස් වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
"පුවත් ආයතන මේ දවස්වල වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
රාජ්‍ය සේවකයන් අවස්ථා කිහිපයකදී අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔයා හැමදාම මෙහෙමයි: පිළිවෙලක් නෑ. වෙන අයට හානියක් කරනවා ඒකයි.,HATE,"ඒකයි, කරනවා, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි, පිළිවෙලක්"
"ටික්ටොක්කර්ලා සමහර වෙලාවට වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"ටික්ටොක්කර්ලා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"රහස්, හෙළිවුණා, තොරතුරු, නමුත් නිල තොරතුරු, නිල තොරතුරු, නමුත් නිල"
"රාජ්‍ය සේවකයන් අතුරින් කිහිපය අලුත් ප්‍රවණතාවයක් වෙලා අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය පිරිස කට්ට කාලයක් නාස්ති,HATE,"පිරිස, කට්ට කාලයක් නාස්ති, කාලයක් නාස්ති, කට්ට කාලයක්, නාස්ති, කාලයක්"
ඔය කණ්ඩායමගේ වැඩ ඇත්තටම නරකයි,HATE,"වැඩ, ඇත්තටම, ඇත්තටම නරකයි, නරකයි, කණ්ඩායමගේ, කණ්ඩායමගේ වැඩ"
ඔය ටීම් එක කියන දේ අහන්නත් අමාරුයි. හදවතින්ම වැඩකට නැහැ. වගකීම ගන්න! නෙමෙයිද?,HATE,"වගකීම ගන්න, වගකීම, ටීම්, අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි"
ඔය පාලකයෝ බොහොම කට්ට කාලයක් නාස්ති. නවත්තන්න! ඉතින්.,HATE,"නවත්තන්න, පාලකයෝ, කට්ට කාලයක් නාස්ති, කාලයක් නාස්ති, කට්ට කාලයක්, නාස්ති"
"ටික්ටොක්කර්ලා වෙන වෙන වෙලාවට වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"පොලිස් නිලධාරීන් අදාල තත්ත්වය අනුව වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"වෘත්තීයවේදීන් කුඩා පිරිසක් පසුගිය කාලේදී අඩු සාක්ෂි වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"පුවත් ආයතන ඇතැම් අවස්ථාවල වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
එයාලා සහමුලින්ම ලජ්ජාවක්. නවත්තන්න! නෙමෙයිද?,HATE,"නවත්තන්න, සහමුලින්ම, එයාලා, ලජ්ජාවක්, සහමුලින්ම ලජ්ජාවක්, ලජ්ජාවක් නවත්තන්න"
"කණ්ඩායම් නායකයෝ ගැන විවේචනයක් තියෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ගුරුවරුන් ගැන ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා අහලා තියෙනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"තහවුරු, වෙනස්, තියෙනවා, ප්රතිඵල, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු"
"මාධ්යවේදීන් ගැන විවේචනයක් තියෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"අහලා තියෙනවා මාධ්යවේදීන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස්, තහවුරු, තියෙනවා, මමත් තහවුරු, මමත්, අහලා තියෙනවා"
ඔය admin ලා වැඩේ බොහොම අසභ්‍ය වැඩ. විශ්වාසය කඩනවා. දැන්ම හදාගන්න! ඉතින්.,HATE,"අසභ්‍ය, වැඩ, වැඩේ, admin, හදාගන්න, අසභ්ය වැඩ"
ඔය ටීම් එක සහමුලින්ම වැඩකට නැහැ නේද? දැන්ම හදාගන්න! දැන් බලන්න.,HATE,"බලන්න, ටීම්, හදාගන්න, සහමුලින්ම, වැඩකට, හදාගන්න බලන්න"
සමාජ මාධ්‍ය පරිශීලකයන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"හෙළිවුණා, තහවුරු, කරනවා, මිනිස්සු, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු"
"සමාජ මාධ්‍ය පරිශීලකයන් රහසේ මොකක්හරි කරනවා හෙළිවුණා කියලා කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, හෙළිවුණා, කරනවා, නමුත්, රහසේ මොකක්හරි කරනවා, රහසේ මොකක්හරි"
ඔය admin ලා හදවතින්ම හරිම අප්පිරියයි නේද? දැන්ම හදාගන්න! දැන් බලන්න.,HATE,"අප්පිරියයි, අප්පිරිය, බලන්න, admin, හදාගන්න, හදවතින්ම"
"කතාවක් යනවා වෘත්තීයවේදීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"තහවුරු, වෙනස්, ප්රතිඵල, මමත් තහවුරු, මමත්, කතාවක් යනවා"
"වෘත්තීයවේදීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා අහලා තියෙනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"කරනවා, වෙනස්, තොරතුරු, තියෙනවා, වෙනස් කරනවා, ප්රතිඵල"
"කාර්ය මණ්ඩලය පිටරටවලින් මුදල් ගන්නවා ඇතුලේ කෙනෙක් කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"ඇතුලේ කෙනෙක්, තොරතුරු, නමුත් නිල තොරතුරු, නිල තොරතුරු, නමුත් නිල, නිල"
"කණ්ඩායම් නායකයෝ රහසේ මොකක්හරි කරනවා අහලා තියෙනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, කරනවා, තියෙනවා, අහලා තියෙනවා, අහලා, නමුත්"
"ගුරුවරුන් තුළ දුර්වලතා කිහිපයක් තිබ්බත්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"මාධ්යවේදීන් තුළ දුර්වලතා කිහිපයක් තිබ්බත්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
කාර්ය මණ්ඩලය සමහර වෙලාවට අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ටික්ටොක්කර්ලා අලුත් ප්‍රවණතාවයක් වෙලා වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"ගුරුවරුන් ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"හෙළිවුණා, කරනවා, තොරතුරු, මිනිස්සු, නමුත් නිල තොරතුරු, නිල තොරතුරු"
සමාජ මාධ්‍ය පරිශීලකයන් අවස්ථා කිහිපයකදී අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔය සෙට් එක කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. වගකීම ගන්න! නෙමෙයිද?,HATE,"වගකීම ගන්න, වගකීම, සෙට්, නැති, කරන වැඩෙන්, වැඩෙන්"
"වෛද්‍යවරුන් ඇතැම් අවස්ථාවල වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔයා කරන වැඩෙන් සමාජය අවුල් කරනවා. නවත්තන්න!,HATE,"නවත්තන්න, කරනවා, කරන වැඩෙන්, වැඩෙන්, කරන, සමාජය අවුල් කරනවා"
ඔය සෙට් එක අසභ්‍ය වැඩ නෙමෙයිද?,HATE,"අසභ්‍ය, වැඩ, සෙට්, අසභ්ය වැඩ, අසභ්ය"
"කාර්ය මණ්ඩලය ඇතැම් සතියකට වරක් වගේ අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"කියනවා සමාජ මාධ්‍ය පරිශීලකයන් සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"තහවුරු, තොරතුරු, බොරුව පතුරවනවා, පතුරවනවා, මමත් තහවුරු, මමත්"
"පොලිස් නිලධාරීන් සමහර අලුත් ප්‍රවණතාවයක් වෙලා අපැහැදිලි වගේ පෙනෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය ටීම් එක ඇත්තටම අසාර්ථකයි. කඩිනම්ව වෙනස් වෙන්න! නෙමෙයිද?,HATE,"ඇත්තටම, ටීම්, කඩිනම්ව වෙනස් වෙන්න, කඩිනම්ව වෙනස්, කඩිනම්ව, අසාර්ථකයි"
"මාධ්යවේදීන් කුඩා පිරිසක් පසුගිය කාලේදී අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
එයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අදාල නැති වැඩ ඉතින්.,HATE,"කරන්නේ, වැඩ, නැති, ලජ්ජා නැද්ද මෙහෙම, නැද්ද මෙහෙම කරන්නේ, ලජ්ජා නැද්ද"
"කණ්ඩායම් නායකයෝ අදාල තත්ත්වය අනුව වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"දේශපාලකයන් කිහිපදෙනෙක් වෙන වෙන වෙලාවට පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
"හෙළිවුණා කියලා කියනවා පොලිස් නිලධාරීන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස්, හෙළිවුණා, තහවුරු, මමත් තහවුරු, මමත්, සියල්ලම නියම කරන්නේ"
ඔය පිරිස කියන දේ අහන්නත් අමාරුයි. අතිශය අන්ධ හැසිරීම. නවත්තන්න!,HATE,"නවත්තන්න, අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි, පිරිස, අන්ධ හැසිරීම"
ඔය admin ලා වැඩේ හරිම හරිම අප්පිරියයි. සමාජය අවුල් කරනවා. දැන්ම හදාගන්න! ඒකයි.,HATE,"අප්පිරියයි, අප්පිරිය, ඒකයි, කරනවා, වැඩේ, admin"
"ගොඩක් අය කියනවා පොලිස් නිලධාරීන් බේරාගන්න නීති රහසේ වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහසේ, තහවුරු, කරනවා, වෙනස්, වෙනස් කරනවා, මමත් තහවුරු"
එයාලා කියන දේ අහන්නත් අමාරුයි. අතිශය වගකීමක් නෑ. මොළේ යොදාගන්න! නෙමෙයිද?,HATE,"අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි, මොළේ යොදාගන්න, යොදාගන්න, මොළේ"
එයාලා වැඩේ බොහොම අදාල නැති වැඩ. මිනිස්සුන්ට අමාරු කරනවා. මොළේ යොදාගන්න! හරිද?,HATE,"වැඩ, කරනවා, හරිද, වැඩේ, නැති, මොළේ යොදාගන්න"
එයාලා අන්ධ හැසිරීම,HATE,"අන්ධ හැසිරීම, හැසිරීම, අන්ධ, එයාලා"
ටික්ටොක්කර්ලා ඇතැම් අවස්ථාවල අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
ඔය admin ලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ කට්ට කාලයක් නාස්ති ඉතින්.,HATE,"කරන්නේ, admin, ලජ්ජා නැද්ද මෙහෙම, නැද්ද මෙහෙම කරන්නේ, ලජ්ජා නැද්ද, මෙහෙම කරන්නේ"
"කියනවා කණ්ඩායම් නායකයෝ රහසේ පාලනයක් තියෙනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහසේ, තහවුරු, තියෙනවා, මමත් තහවුරු, මමත්, රහසේ පාලනයක් තියෙනවා"
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් අදාල තත්ත්වය අනුව අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
ඔයා කරන වැඩෙන් සමාජය අවුල් කරනවා. කඩිනම්ව වෙනස් වෙන්න! ඉතින්.,HATE,"කරනවා, කරන වැඩෙන්, වැඩෙන්, කරන, කඩිනම්ව වෙනස් වෙන්න, කඩිනම්ව වෙනස්"
ඔයාලා ලජ්ජාවක් ඉතින්.,HATE,ලජ්ජාවක්
"කියනවා ටික්ටොක්කර්ලා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස්, තහවුරු, මමත් තහවුරු, මමත්, සියල්ලම නියම කරන්නේ, නියම කරන්නේ රහස්"
දේශපාලකයන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
ඔය admin ලා හැමදාම මෙහෙමයි: වැඩකට නැහැ. සමාජය අවුල් කරනවා ඒකයි.,HATE,"ඒකයි, කරනවා, admin, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි"
"ගුරුවරුන් අදාල තත්ත්වය අනුව වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
සමාජ මාධ්‍ය පරිශීලකයන් ඇතැම් අවස්ථාවල අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"ටික්ටොක්කර්ලා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කතාවක් යනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"කරනවා, වෙනස්, තොරතුරු, වෙනස් කරනවා, ප්රතිඵල, නමුත් නිල තොරතුරු"
"හෙළිවුණා කියලා කියනවා පොලිස් නිලධාරීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"හෙළිවුණා, තහවුරු, කරනවා, වෙනස්, වෙනස් කරනවා, ප්රතිඵල"
පුවත් ආයතන ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"තහවුරු, කරනවා, වෙනස්, වෙනස් කරනවා, ප්රතිඵල, සත්යද තහවුරු කරගන්න"
ටික්ටොක්කර්ලා සතියකට වරක් වගේ පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
"පොලිස් නිලධාරීන් අතුරින් කිහිපය පසුගිය කාලේදී අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
"වෛද්‍යවරුන් කීප දෙනෙක් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"ටික්ටොක්කර්ලා කීප දෙනෙක් සතියකට වරක් වගේ අවධානය අඩු වගේ පෙනෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ඔය admin ලා වැඩේ හරිම ලජ්ජාවක්. වෙන අයට හානියක් කරනවා. නවත්තන්න! දැන් බලන්න.,HATE,"නවත්තන්න, බලන්න, කරනවා, වැඩේ, admin, ලජ්ජාවක්"
බ්ලොග් ලියන අය ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"දේශපාලකයන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"වෙනස්, තොරතුරු, ප්රතිඵල, නමුත් නිල තොරතුරු, නිල තොරතුරු, නමුත් නිල"
"වෘත්තීයවේදීන් කීප දෙනෙක් පසුගිය කාලේදී අඩු සාක්ෂි වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"වෛද්‍යවරුන් රහසේ මොකක්හරි කරනවා කතාවක් යනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, කරනවා, කතාවක් යනවා, යනවා, කතාවක්, නමුත්"
"වෘත්තීයවේදීන් මේ දවස්වල වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය පාලකයෝ කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. මොළේ යොදාගන්න! දැන් බලන්න.,HATE,"බලන්න, නැති, කරන වැඩෙන්, මොළේ යොදාගන්න, වැඩෙන්, කරන"
"සමාජ මාධ්‍ය පරිශීලකයන් සමහර පසුගිය කාලේදී අඩු සාක්ෂි වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෛද්‍යවරුන් ගැන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස්, තහවුරු, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු, තහවුරු කරගන්න, සත්යද"
"ටික්ටොක්කර්ලා අහලා තියෙනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, සාක්ෂි, ඒකට, තියෙනවා, ඒකට හොඳ සාක්ෂි, හොඳ සාක්ෂි"
ටික්ටොක්කර්ලා වෙන වෙන වෙලාවට අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
"වෛද්‍යවරුන් කුඩා පිරිසක් පසුගිය කාලේදී අසමතුලිත වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
කාර්ය මණ්ඩලය කාලෙකට කාලෙට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
ඔයා කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම ලජ්ජාවක්. මොළේ යොදාගන්න! ඉතින්.,HATE,"අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි, මොළේ යොදාගන්න, යොදාගන්න, මොළේ"
"වෛද්‍යවරුන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
කාර්ය මණ්ඩලය අදාල තත්ත්වය අනුව අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"පොලිස් නිලධාරීන් කුඩා පිරිසක් අවස්ථා කිහිපයකදී අපැහැදිලි වගේ පෙනෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය පිරිස කියන දේ අහන්නත් අමාරුයි. බොහොම ලජ්ජාවක්. මොළේ යොදාගන්න! හරිද?,HATE,"හරිද, අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි, මොළේ යොදාගන්න, යොදාගන්න"
මේක ඔය පිරිසගේ පුරුද්දක් වගේ—අසාර්ථකයි ඒකයි.,HATE,"ඒකයි, මේක, පුරුද්දක්, අසාර්ථකයි, පිරිසගේ, මේක පිරිසගේ පුරුද්දක්"
"වෛද්‍යවරුන් කුඩා පිරිසක් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"කාර්ය මණ්ඩලය මේ දවස්වල වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, කරනවා, සාක්ෂි, වෙනස්, ඒකට, වෙනස් කරනවා"
පොලිස් නිලධාරීන් අවස්ථා කිහිපයකදී අතිශය සරල වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"පුවත් ආයතන සමහර අදාල තත්ත්වය අනුව අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ටික්ටොක්කර්ලා වෙන වෙන වෙලාවට පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"සමාජ මාධ්‍ය පරිශීලකයන් රහසේ මොකක්හරි කරනවා කතාවක් යනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, කරනවා, කතාවක් යනවා, යනවා, කතාවක්, නමුත්"
"පුවත් ආයතන ඇතැම් අවස්ථාවල වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"බ්ලොග් ලියන අය පසුගිය කාලේදී වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
මාධ්යවේදීන් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"පොලිස් නිලධාරීන් කාලෙකට කාලෙට වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
