Cleaned Text ,Label,Word Identified,Hate,Disinfo,Normal,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
thank you dherana for uploading this,NORMAL,,0,0,1,,,,,
මෛත් රීපාල 42,NORMAL,,0,0,1,,,,,
උබට නීතීය ක් රියාත්මක වෙන්න ලගයි,NORMAL,,0,0,1,,,,,
kari ponnayo edit karala vedio hadala puka denava jvp ekata avajathaka jeppo,HATE,"ponnayo, avajathaka, puka denava",1,0,0,,,,,
චාමර මහත්තයා නියමයි,NORMAL,,0,0,1,,,,,
supirima kathavak mhattayo,NORMAL,,0,0,1,,,,,
jayaweva malimawata jayaweva mulu ratatama,NORMAL,,0,0,1,,,,,
sjb unuth horakam karapu salli walin pakse un gana bala ganilla aramudalata chande wikunapu salli dapan ballo,HATE,ballo,1,0,0,,,,,
naliya adat kasippu kelala,HATE,kasippu kelala,1,0,0,,,,,
හම්බන්තොට ජාත් යන්තර සම්මන්ත් රණ ශාලාව මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,,0,0,1,,,,,
amilaabeysundara menna kuddek badu nethuwa sic eka hadila dagalanawa,HATE,kuddek,1,0,0,,,,,
pawu within me toyiyoo,NORMAL,,0,0,1,,,,,
chamara karumeta desapalana karayek une e laga athme naluwek weyai,NORMAL,,0,0,1,,,,,
thanks සිරස,NORMAL,,0,0,1,,,,,
hats off for the speeach dudly හැබැයි ඔච්චර මුනිස්සු ලෝකේ ගන දැනෙන ඔයාට හාල් මිල පිලිබඳ මිනිසුන්ගේ හැඟීම දැනෙනනේ නති එක තමයි දුකට කාරණය,NORMAL,,0,0,1,,,,,
නාමලෙයා ෙබාරැ පච කියන්න එපා උසාවියත් තින්දුව දිල තියනව රාජපක්ෂල බංෙකාෙලාත් කලා කියල ෙවන් ෙහාරකම් කරල විනාශ කලා නාමලෙයා ජනාධිපති ෙවන්න හිතන්නවත් එපා කවදාවත් ඒක ෙවන්ෙන නැහැ හිනයක් විතරයි ඒක,DISINFO,,0,1,0,,,,,
thabuththegama pachaya kiwwanam harimodayo,HATE,"pachaya, modayo",1,0,0,,,,,
thoppilqge mahaaka rata karane jaatthibeda adala musleem janathavata pahara allakarala thoppi qnqva ratta kqranna thoppi okkoma horu,HATE,musleem janathavata pahara,1,0,0,,,,,
කුණු ගදහන ජෙප්පොන්ට මේවා තේරුම් ගන්න බෑ කුහක ජෙප්පෝ,HATE,"කුණු ගද, කුහක",1,0,0,,,,,
මොලයක් නැ මොලයෝ ඇතිද අහගත්තා,NORMAL,,0,0,1,,,,,
ඇත්ත කතාව,NORMAL,,0,0,1,,,,,
මේ රාජ් ය සේවකයො ජානාධිපතිට හරි උපදෙසක් දෙන්නෙ නෑ අපෙ ආර්ථිකයක් තිබිලත් උඩරට එලවලු හොයගන්නට් නෑ තියෙන ඒවත් ගිනි ගනන් එ වුනට මුන් කියනව කිසි අවුලක් නෑලු යකො එලවලු තිබ්බට මෙහෙට ඇවිල්ල නෑ තව ඉල්ලුම ඕනෙ තරම් තියෙනවා මෙහෙ එලවලු නැතුව පරිප්පු සෝය කන්නෙ ඇත්ත කියාපිය බෙදාහැරීමේ ප් රශ්නයක් තියෙනව,DISINFO,,0,1,0,,,,,
ubata ridila dena big kuchchanaya,NORMAL,,0,0,1,,,,,
නැ මොලයෝ ලැයිස්තුවෙන් නේද ආවේ ඇයි චන්දේ ඉල්ලුවේ නැත්තේ ඉල්ලන්නනෙ තිබ්බේ,NORMAL,,0,0,1,,,,,
ජනපති පගරනැට්ටා කියපු එකා නේද මේ,DISINFO,,0,1,0,,,,,
ranbandage putha tamai akd rata hadanna oba tumata shaktiya lebewa,NORMAL,,0,0,1,,,,,
thopi rate mudal horakala dan pacha kelinawa febarawari 16 kris naduwa miliyana 70 redderewila inne gothayage,DISINFO,,0,1,0,,,,,
respect sangeeth,NORMAL,,0,0,1,,,,,
නාකී මයිනා සුද්ද කලානේ ඒවා අමතක නෑමොලයෝ දීපන් හොරා කාපු සල්ලි,NORMAL,,0,0,1,,,,,
සුදුසුම පුද්ගලයන්ගෙන් අදහස් ගන්නෙ නියමයිජනපති තුමන් සංගීත් මැතිතුමා ඇතුලු සහභාගී වූ සියල්ලන්ට උත්තමාචාරය,NORMAL,,0,0,1,,,,,
TRUE,NORMAL,,0,0,1,,,,,
you even didn even contest,NORMAL,,0,0,1,,,,,
අනේ මේ අය මෙහෙමයි හරිම දුක් වින්දා ගගා වැලලෙන එක ඒත් පොඩි අසරණ මිනිහගේ රිරි මාංස උරාබිල පොෂණය වුන එක ගැන දුප්පත් ගොවියා ගැන මුන්ට වගේ වගක් නැැ පාරිභෝගිකයා ගැන හිතනවනම් හාල් අඩුවට දෙන්න පුලුවන් මුන්ට,NORMAL,,0,0,1,,,,,
බිඩිත් තහනම් කරන්න,NORMAL,,0,0,1,,,,,
මරික් කාර්ට තියෙන්නේ කාර් පර්මිට් පිළිබඳ ප් රශ්නයක් ඒකේ හිතේ අමාරුවට තමයි ගිරිය කඩාගෙන බෙරිහන් දෙන්නේ,NORMAL,,0,0,1,,,,,
මන්ත් රීවරුන් ඔනිම නෑ විපක්ෂ හොරු රිලා සිරියා කෑ ගැහුවට ජනතාව කැමති සියලුම දේ කපා දමන්න,NORMAL,,0,0,1,,,,,
we are so lucky to have this government,NORMAL,,0,0,1,,,,,
නියම කතාවක් ගෞරව කල යුත්තේ ගෞරවයක් තිබෙන අයට,NORMAL,,0,0,1,,,,,
නාවල් මහත්තයෝ ජාතික ලැයිස්තුවෙන් ආවෙ නැත්නම් ඔය පුටුවත් නෑ,NORMAL,,0,0,1,,,,,
අපොයි වෙච්චි දෙයක්,NORMAL,,0,0,1,,,,,
මරැ විපක්ෂේ කවදාවත් බලයට එන්න බැ,NORMAL,,0,0,1,,,,,
ubata ridunada it s a big kuchcham,NORMAL,,0,0,1,,,,,
he is wasting the time we have to spend millions of money for a parliament session so this is wasting our tax money,DISINFO,,0,1,0,,,,,
ජනාධිපති තුමාගේ උපමාවා නියමයි මැරුන කෙනාගේ බොඩි එක තියා ගන්නේ නෑ ඔබතුමාගේ බුද්ධියට අපගේ ප් රනාමය,NORMAL,,0,0,1,,,,,
good job මත්ද් රව් ය වලට විතරක් නෙමෙයි හැම දේටම තද නීති ගේන්න ඕන නීතිය අංක එක වෙන්න ඕන එතකොට ඔය හොර වැඩ්ඩො කියල හිතන් ඉන්න ඔක්කොම ලඟ බුඳි,NORMAL,,0,0,1,,,,,
meseta gahala hal wadi karapu ekata mehemawath nokaroth aul neda,NORMAL,,0,0,1,,,,,
topi hora kewanisa tamaimerata wetune ballo,HATE,ballo,1,0,0,,,,,
තොපි,NORMAL,,0,0,1,,,,,
db v f huh it s the other way around my friend the politician from the government may said some words and the opposition stood up and cleared it out saying it s wrong to use such kind of words then even after after that they were still standing and shouting interrupting the speech of that guy most importantly they constantly disobeying the speaker of parliament orders,NORMAL,,0,0,1,,,,,
chillestguyever you keep blaming only the opposition for immaturity but why are you turning a blind eye to the government s behavior if you want to talk about acting mature shouldn t the ruling party the ones with actual power be setting the standard first instead they insult shout and provoke then pretend like they re innocent when the opposition reacts losing an election doesn t erase the government s responsibility to behave properly in parliament if the ruling side keeps mocking and behaving like a circus obviously the debates collapse into shouting matches don t forget the speaker himself struggles to control both sides not just the opposition so stop acting like only the opposition is childish the truth is the government is no better in fact it s worse because they re supposed to lead by example if they can t even maintain basic discipline how can you expect the opposition to quietly sit and tolerate constant provocation,NORMAL,,0,0,1,,,,,
රාජපක්ෂ පවුල කාලා එනවද හදන්න,NORMAL,,0,0,1,,,,,
db v f do you think the opposition isn t responsible for acting mature they can just go play around if you remember correctly in the past governments you can see who clearly acted like ridiculously in the parliment just because one politician mocked other with a made up name it doesn t mean you should act like a snorting bull keep repeating that name for example look at that nalin bandara right there and do not forget vasudeva nanayakkara and his curse words in the past government the opposition easily gets offended for such a little word even today when that politician archuna was speaking something the opposition suddenly just jumped out screaming he might be trolling or not because sometimes that s one of his traits shouldn t the opposition just wait for him to end the speech how can you stay in the parliment if you get easily provoked,NORMAL,,0,0,1,,,,,
ඔය කතා අගමැති තුමය පාලනය ගැන ඉදිරියේදී රටෙ දරැවන් ගෙ යහපත් ක්රියා පමණක් පාර්ලිමේන්තුවේ කතා කරන්න,NORMAL,,0,0,1,,,,,
ko moratuwata watura adata dawasa 3e,NORMAL,,0,0,1,,,,,
සජියා වගේ ගොනෙකුට අපිත් වැඩකලානේ ඇත්තටම උද්දච්ච පන්ඩිතයා,NORMAL,,0,0,1,,,,,
ranjithnimal දැන් කන්ටේනර් බිමල් ලස්සනට හැසිරුණානේ පලයන් ඩෝබි සුදා යන්න,HATE,Dobi suda,1,0,0,,,,,
this guy is unbelievable always in shxt,HATE,shxt,1,0,0,,,,,
පල පල මරික්කාර්,NORMAL,,0,0,1,,,,,
tho avilla janapathi senna hadanne,NORMAL,,0,0,1,,,,,
mulu hadapatema dapalla ai me cut karala danne mulu hadapatema dapuwama adahasa wenas,NORMAL,,0,0,1,,,,,
respect sangeeth,NORMAL,,0,0,1,,,,,
සම්පූර්ණ ඇත්ත මෙයාලටත් බැරි කාටද පුළුවන්,NORMAL,,0,0,1,,,,,
podi deyak allala,NORMAL,,0,0,1,,,,,
ඒ දවස් වල ඩෝබි අයියලා පෝස්ට් හැදුවා ත් එක්ක චාමරට ඉන්න අමාරු වෙයි කියලා,NORMAL,,0,0,1,,,,,
ඇයි වෙන අය නැද්ද ආණ්ඩු කරන්න,NORMAL,,0,0,1,,,,,
another moron in the parliament,NORMAL,,0,0,1,,,,,
අපි සර් ගංජා සර් අත්අඩංගුවට ගත්ත සර් හෙරොයින් සර් කිලෝ සර් පාසල් ළමුන් සර් අත්අඩංගුවට අරන් තියෙනවා සර් අනේ සර්,NORMAL,,0,0,1,,,,,
නිහතමානී අගමැති තුමියට ජයෙන් ජයම වේවා,NORMAL,,0,0,1,,,,,
ඔබතුමා මේ ආන්ඩුව එකතුවෙලා ගොඩ නැගීමට දායක වෙන්න,NORMAL,,0,0,1,,,,,
පස්සට අදින අයත් ඉන්නවා වගේ පේනවා,DISINFO,,0,1,0,,,,,
මේවා අනාගතය බබලවන තීරණ සංගීත් සහෝදරයා ඔයා නිර්මාණය කලේ පට්ට තනුවක් වැයේවී දවසක අපේ උන් නැටවෙන්නම,NORMAL,,0,0,1,,,,,
tathalabapala thopekale thama ajakayo dalagiye pagamaruvo,HATE,"ajakayo, pagamaruvo",1,0,0,,,,,
ගොඩක් ආඩම්බරයි ජනපතිතුමා ගැන,NORMAL,,0,0,1,,,,,
akd during the parliamentary election assured that they will work without taking any salary then refund all money taken from parliament,DISINFO,,0,1,0,,,,,
මෙන්න ජනාධිපති කියන්නේ බයියෝ කොහේද අපේ ජනාධිපති කෙනේද මාලිමාවට ජයවේවා,NORMAL,,0,0,1,,,,,
namal pakaya pala pla yanna ponnay,HATE,"pakaya, ponnay",1,0,0,,,,,
wasnthaya baya una natta,NORMAL,,0,0,1,,,,,
namole you waste government precious time namole you did not enter parliament by sl public instead opposition mp,DISINFO,,0,1,0,,,,,
අමිමෝ දයෝ අවජාතක බල්ලෝ කුරැනැගල ජනතාවට ලැජ්ජැ එක නවත්තපන් ගොනෝ,HATE,"අවජාතක, බල්ලෝ, ගොනෝ",1,0,0,,,,,
ubat kagahala hotal haduwa kaga sallida ban,NORMAL,,0,0,1,,,,,
දැන් තොපි කාල කාලා අම්මට ඔහු කන්නට මෙතන කතාන්දර කැරියෝ කැරච්චාමර සම්පතක්,HATE,"අම්මට ඔහු කන්නට, කැරියෝ",1,0,0,,,,,
නියම කථාව,NORMAL,,0,0,1,,,,,
නියමයි සංගීත් අයියේ ඔයා වගේ මිනිස්සු මේ රටේ තව තවත් ඉපදෙන්න ඕනේආදරෙයි,NORMAL,,0,0,1,,,,,
mini marala kale penala hitapu jeppo giya udak,HATE,jeppo,1,0,0,,,,,
hats off to sangeeth and others,NORMAL,,0,0,1,,,,,
parli men tuw kiyanawanam bo ruwak aeliye kiuwanam aeththak aehemda,NORMAL,,0,0,1,,,,,
ඒක තනිකරම ai,NORMAL,,0,0,1,,,,,
බැරිනම් නාමල් ලගෙ ආන්ඩූවක් ආවම ගෙවන්නමිලු දවල් දන්නෑ,NORMAL,,0,0,1,,,,,
no drugs free srilanka,NORMAL,,0,0,1,,,,,
ගොන් පාට්,HATE,ගොන් පාට්,1,0,0,,,,,
තාත්තාලා පුතාලා රටේ සල්ලි ගසා කාලා ජනතාව පාරට දාලා විනාස කරලා තියෙන තරමට අවුරුදු 27කින්වත් රටේ ආදායම ගොඩ ගන්න බැරි නාමලයා තමයි හොදට දන්නෙ උන්ම නෙ දන්නෙ කාපු කෑම,NORMAL,,0,0,1,,,,,
chillestguyever you re acting like only the opposition shouts but aren t you ignoring the reality the government benches also shout like cows every single day drowning out everyone else you say wait your turn but how can anyone get a turn when the ruling side itself keeps interrupting and making noise as the party is in power they should set an example and behave with maturity instead they shout more than anyone and then pretend the opposition is the only problem open your eyes both sides shout but the government s behavior is far worse because they are the ones responsible for maintaining order,NORMAL,,0,0,1,,,,,
oya keyana kathawa aththa ath me rate kala kanni kama newe palakayange waradi akata oyage aeyath innawa,NORMAL,,0,0,1,,,,,
ඉතාමත්ම වටිනා ආදර්ශමත් කථාවක් අගය යුතුයි වගේම කෙනෙකුට රටට ගත යුතු දේ බොහොමයි ස්තුතිය තෙරුවන් සරණයි,NORMAL,,0,0,1,,,,,
ඇත්ත කියනවා අනුරාධපුර රෙන් යි මේලෝ රහක් නෑකිසි වැඩ්ක් නෑමෙලෝ දෙයය්ක් මුන් කර්න් නෑකිසි දෙයක් කරන් නැ,HATE,melo rahak naa,1,0,0,,,,,
well done anura sahodaraya,NORMAL,,0,0,1,,,,,
කිසිම aartika වැඩ piliwelak nati dakmak nati karaganna bari terenne nati hathpole gaagena enne malima අනුර කුමාර කල්ලිය මුන් රටටම ශාපයක් kaalakanni බලු කල්ලිය මුන් රටටම ශාපයක් kaalakanni බලු,HATE,"kaalakanni, බලු",1,0,0,,,,,
tunesbro official අනිවාර්යයෙන්ම,NORMAL,,0,0,1,,,,,
නැමොලේ උඹේ අප්පා මයිනා රටට මොකද කලේ උඹේ බාප්පයි අප්පයි කැවා ගොන් පගයා උඹ මැරිලද ඉපදුනේ,HATE,"ගොන් පගයා, මැරිලද ඉපදුනේ",1,0,0,,,,,
අරූ flat වුනා,NORMAL,,0,0,1,,,,,
adahanna watina kenek,NORMAL,,0,0,1,,,,,
කාන්තා හිංසනය වළක්වන්න නීතී හදන්න බස් එකක්වත් යන්න බෑ අපේ රටේ කාන්තාවට,NORMAL,,0,0,1,,,,,
ජනපති පගරනැට්ටා කියපු එකා නේද මේ,DISINFO,,0,1,0,,,,,
අඩේ මේ කතාව හන්දියක් හන්දායක් ගානෙ පෙන්නන්න වටිනවා,NORMAL,,0,0,1,,,,,
මේ යකා මොනවද මේ දොඩවන්නෙ අපරාදෙ පාර්ලිමේන්තුවෙ වෙලාවෙ,HATE,යකා,1,0,0,,,,,
ජාතික ජන බලවේගයේ කෙනෙකුට ලක්ෂ තුන හතරක් හම්බවෙනවා නම කියන්න බැරි එක්කෙනෙක්ට ලක්ෂ හයක් හම්බවෙනවා විශ් රාම වැටුපත් හම්බවෙනවා මොකක්ද ප් රශ්නය ජාතියේ ජන බලවේගය කියන්නේ ජවිපෙ කියන්නේ පට්ට සල්ලිකාර පක්ෂයක්,NORMAL,,0,0,1,,,,,
bosaa,NORMAL,,0,0,1,,,,,
ඔබතුමාගේ කතාව සීයට දෙසීයක් හරි,NORMAL,,0,0,1,,,,,
සල්ලිකාර දෙමාපියන්ගේ දරුවෝ අහු වෙන්නේ නෑ උන් ගෙදර ඉඳලම ගන්නවා දැන්,HATE,implied threat,1,0,0,,,,,
balagena hitapan gota paka rathtaram enakan topita aye chande na pako ammata hukawala ganne topi me kala kala ammage huthtak kiyanawa,HATE,"අම්මට හුකවලා, හුත්තක්",1,0,0,,,,,
අවුරුදු ඉදලා විශ් රාම ගන්න,NORMAL,,0,0,1,,,,,
මුන් කැහැ ගහනවා මිනිසුන් එනකොට දුවපු උන් කයිය ගහනවා,NORMAL,,0,0,1,,,,,
ඩඩ්ලි,NORMAL,,0,0,1,,,,,
ජනතාවට නොමිලේ දෙන්න හාල් ගෙනැල්ල කියල තමයි හඳුනෙත්ති කියන්නේ ගේන්න ඇත්තෙ ජයසාන්ත අයියා වෙන්න ඇති නොමිලේ දෙන්න අපි නොදන්න චෙස්,NORMAL,,0,0,1,,,,,
දැන් එකා හාල් ටිකත් රටෙන් ගෙනහල්ලා සතොස නැතිම කරලා දැම්මා අවුරුද්දට උගෙ බඩනං ගොඩ දාගත්ත ඒත් වහල්ලු ටික කයියෙන් ගොඩදාගත්තා,DISINFO,,0,1,0,,,,,
එකෙන්ම සුපිරි,NORMAL,,0,0,1,,,,,
redde rewila inne,HATE,රෙද්දෙ රෙවිලා,1,0,0,,,,,
පාර්ලිමේන්තු වරප් රසාද වල වහා සංශෝධනයක් අවශ් යයි නේද ගෙවල් වල සිටින මව් පිය දෙපලට ගරහන්න ඉඩ දෙනවද,NORMAL,,0,0,1,,,,,
අනිවාර්යෙන් ඕක කරන්න ඕන,NORMAL,,0,0,1,,,,,
ජනාධිපතිතුමන්ට තෙරැවන් සරනයි,NORMAL,,0,0,1,,,,,
meka hari,NORMAL,,0,0,1,,,,,
chamaraga kathawa watenwa namuth ma boru karaya katha appreyai,HATE,boru karaya,1,0,0,,,,,
උබට වාහන බදු අඩු කොරපු හින්දද අාන්ඩුව කඩෙි යන්නේ,NORMAL,,0,0,1,,,,,
මේකා නේද මංත් රී පට්ටම කෝටිගානකට වික්කෙ,DISINFO,,0,1,0,,,,,
ජයවේවා ජනපතිතුමණි,NORMAL,,0,0,1,,,,,
ලංකාවේ දේසපාලුවන් ගැන දකපු දේ තමයි උන් ඇත්තටම කොමිස් කාපු හොරු තමන්ගේ හෙන්චයියට පවා හොරකම් කරලා කන්න පාර කපපු බොසාල තමන්ගේ කකුල් ලෙවකන උන්ට පප්පා ගැන උන්ට පොඩි ජොබ් කැල්ලක් දීලා උන්ගේ හත්මුතු පරම්පරාවම උන්ගේ වහල්ලු කරගත්ත උන් මේ ක් රමේ විදියත්මකව වෙනස් කරනවා මෙන්න තියෙන ප්ලැන් කියලා ආපු උන්ට ඒ කියපු දේවල් කරගන්න බැරිව දැන් උන් අවුරුදු ක් විතරයි ආණ්ඩු බ ලේ ගන්න මිනිස් ජිවිත පවා පුජා කරලා දැන් බලේ ලැබුනම එකේ උපරිම සැප ගන්න ට් රයි එක උන්ට තේරෙන්නේ නැ මිනිස්සුන්ගේ මුලික අවශ් යතාවන් වත් මොනවද කියලා අර ගෝමිකද කවුද කියලා කෙනෙක් ගෙනල්ල පෙන්නපු විද්දියතාමක ක් රමවේදය දැන් කොහෙද දන්නේ නැ ඒ මාධ් ය සංදර්ශන දාමු පුද්ගලයා කොහෙද දන්නෙත් නැ බලේ ගත්තට පස්සේ මීඩියා එකෙන් දැක්කේ නැ මෙච්චරයි සරලව මිනිස්සුන්ගේ මුලික අවශ් යතා හදුනාගෙන මිනිස්සුන්ගේ ආර්ථිකේට දරාගන්න පුළුවන් වෙන විදියට ජනතාවට සැලකුවේ නැතිනම් ඉති අයෙත් පරණ දේසපාලන රැල්ලම තමා එක වෙනස් කරන්න වෙන්නේ නැ ආයේ අවුරුදු සියගනකටවත්,HATE,වහල්ලු,1,0,0,,,,,
උඹලගේ ආන්ඩුව තියෙද්දි රැඩිකල් තින්දු ගත්තනම් ලන්කාව සින්ගප්පුරුවක් කරන්න තිබ්බා,NORMAL,,0,0,1,,,,,
උබලත් ගන්න පඩියෙන් භාගයක් අරමුදලකට දාගෙන පෙන්ශන් හදාගනින් රජයෙන් පෙන්ශන් ගන්න එකය් පක්ශයක් අරමුදලක් හදාගෙන පෙන්ශන් ගන්න එකය් එකක්ද බන් කොහෙද ඉස්කෝලෙ ගියේ,NORMAL,,0,0,1,,,,,
katawanam sampurna atta katawa mahattayo eth sudu andina hamogema yata game tama kathwata respect ekenma eth oya anura sahodarayat haiya dunna dinanna ekata kruthaguna washayen apu gaman 10rs wadi karalath dunna rajaye haal moll arinne natteth hitawathkama nisa kiyala dannwa oya silwath katin kiyannako welawkata epa wenawa kiwa wage me rate ahinsaka janathawata haal kilowa 100rs denawa ada indala kiyala oyata dan hotel idam business tiyenwa diwya loke yanna pin kara ganna haal tikata ohoma karanna epa duppath ratak oluwta aran jewath wenna,DISINFO,,0,1,0,,,,,
විපක්ෂේ කුජීතයි,HATE,කුජීතයි,1,0,0,,,,,
yes sir,NORMAL,,0,0,1,,,,,
excellent explanation,NORMAL,,0,0,1,,,,,
හදුහේටියා මඩකලපුමිල්ලා හේලි කොප්පරේන්ගිහිල්ලා කියනවා මල්වතු ඹය පිටර ගලා මඩකලපුව යටඋනා කියලා මුන් ජනතාවට වෙෙයිරපැතුරුවා විතරයි මුන් කැලේ බාේක්කු යට හිටියෙි බොකුවයට,DISINFO,,0,1,0,,,,,
ලොකු ලොකු බලාපොරොත්තු නෑ වසන්ත සමරසිංහ හිරේ යනවා බලන්න ආසයි,HATE,හිරේ යනවා,1,0,0,,,,,
ගූ ජෙපි කාලකන්නි සල්ලි එවන්න එපා කියපු හැත්ත,HATE,"kaalakanni, ගූ",1,0,0,,,,,
nimal lansa reno silva hiru tv danduvam monavadha,HATE,danduvam,1,0,0,,,,,
deshalana parinathabawa akka athi athdekeem,NORMAL,,0,0,1,,,,,
ජනපතිතුමනි මුන්ට නිකන් කන්නදෙන්න එපා වගාකරන්න දාන්න එතකොට රටත් ගොඩ ලබන චන්දය නිකන් ඔබමයි ජනපති,NORMAL,,0,0,1,,,,,
වැටුප බාගෙට ගියත් ඔක්කොම ගියත් උබට පාන්ද බං,NORMAL,,0,0,1,,,,,
thopi kapur rata buruwo,HATE,buruwo,1,0,0,,,,,
akd best,NORMAL,,0,0,1,,,,,
he is wasting the time we have to spend millions of money for a parliament session so this is wasting our tax money,DISINFO,,0,1,0,,,,,
db v f nope i already said in a comment above that the politician did say some words so yes it is wrong but compared to this government don t get me even started what your parties did remember the whole fight as well maybe the opposition should try be a bit more patient just because that one guy said some words to ridicule you should you also start instantly blaming back wait your turn mate in the video you can clearly see the government party doesn t stand up until the end even in the end there were only few of em because the opposition won t stop shouting and the speaker of the parliment can t even stop it,NORMAL,,0,0,1,,,,,
හොල්මනට ජෙප්පො බයවෙලා,NORMAL,,0,0,1,,,,,
නියමයි,NORMAL,,0,0,1,,,,,
මු හැමදාම බැනුමි අහනවා නැමලයා,NORMAL,,0,0,1,,,,,
well said najith,NORMAL,,0,0,1,,,,,
siiya yananakota doler 292 den 212 sthawara bawayada me aya vipaksh innakota kale akul helapu kadakappal karapu den merila ipadila wage kaiy gahanawa,DISINFO,,0,1,0,,,,,
ඔයා කොහොමත් බලුවැඩම තමයි කරන්නෙ,HATE,බලු වැඩ,1,0,0,,,,,
මල් පැල වලට වෙච්ච දෙයක් it s a big cuchchan,NORMAL,,0,0,1,,,,,
නාමල් අහගත්තද,NORMAL,,0,0,1,,,,,
superb,NORMAL,,0,0,1,,,,,
හදුහේටියා මඩකලපුමිල්ලා හේලි කොප්පරේන්ගිහිල්ලා කියනවා මල්වතු ඹය පිටර ගලා මඩකලපුව යටඋනා කියලා මුන් ජනතාවට වෙෙයිරපැතුරුවා විතරයි මුන් කැලේ බාේක්කු යට හිටියෙි බොකුවයට,DISINFO,,0,1,0,,,,,
ඔබතුමාට ඕක හොඳට තේරෙනවා ව් යාපාරිකයකින්දා ගිය ආණ්ඩු අයයි ගිය ආණ්ඩුවේ වෙනසයි මේ ආණ්ඩුවේ වෙනසයි හොඳට තේරෙනවා ඒක තමයි ඔබතුමාව කියන්නේ ඒකට ඇත්ත කතාව ආණ්ඩුව තමයි හරියට මේ ක් රියාත්මක කරගෙන යන්නේ හැමකෙනාටම ඒක පහසුයි,NORMAL,,0,0,1,,,,,
niyama kathawa,NORMAL,,0,0,1,,,,,
පොලිසිය දෙවියො රකිත්ව ප්නාධිපති නෙමෙ රටෙ අනාගත පරපූරෙම තාත්ත,NORMAL,,0,0,1,,,,,
baby oyata ba kawadawath janapathi wenna patta hora,NORMAL,,0,0,1,,,,,
country needs people like dudly rich investors for development to bring prosperity for the nation,NORMAL,,0,0,1,,,,,
me balla hariyata katha karanne anduwa aurudu 10 20 giya wage mu harak kstha kiyala monawada balapiroththu wenne,HATE,"balla, harak",1,0,0,,,,,
aththatama me anduwa ekka rata hodata thiyenawa wipakshe un mokatada natanne,NORMAL,,0,0,1,,,,,
wijesiri reddak anda gannawa,HATE,reddak anda gannawa,1,0,0,,,,,
big kochchan,NORMAL,,0,0,1,,,,,
නාමල් උබ දකින කොට අපිට නිකරුනේ පවු පිරෙනව බං,NORMAL,,0,0,1,,,,,
please marikkarta car permit ekkak deepalalla,NORMAL,,0,0,1,,,,,
anura den maru kiyawanawa idiriye srsgala eddi duwanna dennene topiya denawa balana inna,NORMAL,,0,0,1,,,,,
amilaabeysundara නාමල් මහත්තයා එනකන් බලන් හිටපන් මේ රට ඇමරිකාවක් කරන්න,NORMAL,,0,0,1,,,,,
ditta suli kunatuwan takaramak giyath laksa 1000000 danawa kiuwa wagada anura kumara mahaththayo arthikaya wardanaya wanne,DISINFO,,0,1,0,,,,,
namal gotayo ube oi bana gadar gihin kiyaganin balla,HATE,balla,1,0,0,,,,,
anura sahodaraya that chap only shouting trying to show that he knows about politics because his father and his family stole sl public wealth that the only qualification he has he has not earn any money except via back door not from public came to parliament he should go back to nursery and lead to decent life,DISINFO,,0,1,0,,,,,
තුමා kiyana කතාව හරියට hari,NORMAL,,0,0,1,,,,,
jaya wewa mallimawata,NORMAL,,0,0,1,,,,,
හම්බන්තොට ජාත් යන්තර සම්මන්ත් රණ ශාලාව මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,,0,0,1,,,,,
පවු විපක්ෂේ සෙට් එක රෙද්දේ රෙවිලා ඉන්නේ පව් අප්පා ලපයි සිපයි නොවෙයි ඕකුන්ට වෙන වචන වලින් අමතන්න ඕන සක්කිලි හැත්ත,HATE,"රෙද්දේ රෙවිලා, සක්කිලි",1,0,0,,,,,
oyata anitpara oyata chanda aya denne neha chamara,NORMAL,,0,0,1,,,,,
mumonawada kiyawanna janadipathita muta uththaradanna onada,NORMAL,,0,0,1,,,,,
හිනාවෙන්න නං හොදයි ඉතින්,NORMAL,,0,0,1,,,,,
polawe paya gahala inna manussayek,NORMAL,,0,0,1,,,,,
කවුරුත් හොරාකෑම නොකරනවා කෝප් කමිටුවේ නව දොස්තර සභාපතිත්වය එලියට දැමු බැසිල් කපුටාගේ ඉන්දීය ණය පහසුකම් indian credit line හරහා තවමත් ලබැදියාව කුමක්ද ඇන්ටිජන් හොරා ඩිලීට් ඉන්දියාවෙන් වසවිස බාල බෙහෙත් රුපියල් බිලියන 100 එහා ගිය ප් රමාණයක් 2025 පෙබරවාරියේ රුපියල් 500න් මිලදී ගත් ජෝර්ජ් ස්ටුවර්ට් හෙල්ත් සමූහ ව් යාපාරය කියු දූශිත ඉන්දීය ණය පහසුකම් හරහා එන්නේ රටේ ජනතාව කිසිදු හිරිකිතයකින් තොරව උන්ගේ ණය තුරුස් ගෙවන නිසාද කියා දැනුවත් කරන්න අපිව ගරු අගරු මාධ් යවේදී හිතවතුනි,DISINFO,,0,1,0,,,,,
