Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words
Ko jeppanta chande dunne haththa hena gahanawa jeppanta,Ko jeppanta chande dunne haththa hena gahanawa jeppanta,NORMAL,0,0,1,
Kalakanni kahakadayo 😂😂😂,Kalakanni kahakadayo,HATE,1,0,0,Kalakanni
මේ සාදුලා තමයි රට කාපු කාල කන්නි,මේ සාදුලා තමයි රට කාපු කාල කන්නි,HATE,1,0,0,
Beraganna.hamuduruwane.ape.rata.me.para.balu.anduwen,Beragannahamuduruwaneaperatameparabaluanduwen,NORMAL,0,0,1,
", මේ හාමුදුරුවෝ බන කියනව අහන්න ආසයි....මිනිස්සු බුද්දිමත් අපේ හාමුදුරුවනේ දැන් අන්දන්න අමාරුයි",මේ හාමුදුරුවෝ බන කියනව අහන්න ආසයිමිනිස්සු බුද්දිමත් අපේ හාමුදුරුවනේ දැන් අන්දන්න අමාරුයි,NORMAL,0,0,1,
සියලු ජාතීන් මිස්‍රවිය යුතුය් නැත්නම්   මේ රට ගොඩයනෝ බොරු  මුගේ  බන අසුවොත් උන්ට අබ සරනය්  මොන බනද බන් මූ කියන්නෙ  සාටක බනද නැතිනම් ලොව්තුරා බුදුන්වහන්සේගේ දේසනා කල අවිහින්සාවාදී බනද අනු හොද වැඩිය් මේ වගේ දුක්සීලයන් ප්‍රේමදාස මහතා හිටියනම්  දර්මචක්ක්‍රෙ ඇරල බොහෝ කල්  මුන්ට මාද්‍යැසාකච්චා තියන්න මුදල් පොම්ප කර න උන්  කව්දැය් වහාපරීක්ශාකරන්න බුද්දි අන්ස යොදවන්න  නැත්නම් මුන් ඔබ තුමාටත් ගේම දෙනව සුඅර්  බන්ඩාරනායක  මහතා මැරූවෙත් චීවරදාරියෙක්  ඔය විදායකය  නිසි පරිදි නිසි වෙලාවට බාවිතා නොකොලොත් ඔබ තුමත් සුන්  අහින්සක ජනතාවත් සුන්  අපි ඔබතුමාට චන්දෙ දුන්නෙ ඔයවගේ හොරතක්කඩීන්ට ඕන විදියට බය්ලගහල  යලිත් හොරු  රජකරවන්න නෙමේ අන්න ඒක හොදි න් මතකතියාගන්න මල්වතු මහාවිහාරික නාහිමි වහන්සේලාගෙන් ඉතා කාරුනිකව ඉල්ලන්නෙ  නිද්ඩ්‍රාවෙන් සිටියා ඇති   දැන් නැගිටින්න  බුද්දදර්සනය  බේරාගැනීමටනම්  එක්කො මේ හොරගනයන්ගේ චීවරය ගලවා උපැවිදි කරන්න නැත්නම්  මෙයාල බුද්දසාසෙනේටගෙන මහනකරන්න  නැතිනම් මේ බව්ද්ද ආගමික රටේ ජනයා වෙනත් ආගම්වලට  ක්‍රමයෙන් දැනටමත් නතුවෙමින් සිටී මිනිසුන්ට දොස් නගන්න එපා බඩගින්න ඇති මිනිසා ඉවසාදරා ගත නොහැකි විට  උද්ව්  උපකාර පරිත්ත්‍යෑග  ලැබෙන්නේ කොතනද  එතනට අනුගතවීම ස්වබාවික දර්මතාවයය්  අත්තෙන්ම ඔබ වහන්සේලාගේ බනක්වත් අපි අසා නැත   ගමින්ගම නගරෙන් නගරය ගොස් මිනිසා නිවීමේ දර්සානය බුද්ද  දර්සනය උවත් ඒක එලෙසින්  ඉටුවේදෑය් පරීක්සාකර වහා සන්ගායනාවක් පවත්වා සාසනය විනාසකරන මේ කහචීවරදාරීන් උපැවැදි කර සාසනය බේරාගන්න අපෙ  හාමුදුරුවනේ අපි අසරන වෙලාවගේ අපෙ බුදු හාමුරුවනේ තෙරුවන් සරනය් අපේ හාමුදුරුවනේ,සියලු ජාතීන් මිස්රවිය යුතුය් නැත්නම් මේ රට ගොඩයනෝ බොරු මුගේ බන අසුවොත් උන්ට අබ සරනය් මොන බනද බන් මූ කියන්නෙ සාටක බනද නැතිනම් ලොව්තුරා බුදුන්වහන්සේගේ දේසනා කල අවිහින්සාවාදී බනද අනු හොද වැඩිය් මේ වගේ දුක්සීලයන් ප්රේමදාස මහතා හිටියනම් දර්මචක්ක්රෙ ඇරල බොහෝ කල් මුන්ට මාද්යැසාකච්චා තියන්න මුදල් පොම්ප කර න උන් කව්දැය් වහාපරීක්ශාකරන්න බුද්දි අන්ස යොදවන්න නැත්නම් මුන් ඔබ තුමාටත් ගේම දෙනව සුඅර් බන්ඩාරනායක මහතා මැරූවෙත් චීවරදාරියෙක් ඔය විදායකය නිසි පරිදි නිසි වෙලාවට බාවිතා නොකොලොත් ඔබ තුමත් සුන් අහින්සක ජනතාවත් සුන් අපි ඔබතුමාට චන්දෙ දුන්නෙ ඔයවගේ හොරතක්කඩීන්ට ඕන විදියට බය්ලගහල යලිත් හොරු රජකරවන්න නෙමේ අන්න ඒක හොදි න් මතකතියාගන්න මල්වතු මහාවිහාරික නාහිමි වහන්සේලාගෙන් ඉතා කාරුනිකව ඉල්ලන්නෙ නිද්ඩ්රාවෙන් සිටියා ඇති දැන් නැගිටින්න බුද්දදර්සනය බේරාගැනීමටනම් එක්කො මේ හොරගනයන්ගේ චීවරය ගලවා උපැවිදි කරන්න නැත්නම් මෙයාල බුද්දසාසෙනේටගෙන මහනකරන්න නැතිනම් මේ බව්ද්ද ආගමික රටේ ජනයා වෙනත් ආගම්වලට ක්රමයෙන් දැනටමත් නතුවෙමින් සිටී මිනිසුන්ට දොස් නගන්න එපා බඩගින්න ඇති මිනිසා ඉවසාදරා ගත නොහැකි විට උද්ව් උපකාර පරිත්ත්යෑග ලැබෙන්නේ කොතනද එතනට අනුගතවීම ස්වබාවික දර්මතාවයය් අත්තෙන්ම ඔබ වහන්සේලාගේ බනක්වත් අපි අසා නැත ගමින්ගම නගරෙන් නගරය ගොස් මිනිසා නිවීමේ දර්සානය බුද්ද දර්සනය උවත් ඒක එලෙසින් ඉටුවේදෑය් පරීක්සාකර වහා සන්ගායනාවක් පවත්වා සාසනය විනාසකරන මේ කහචීවරදාරීන් උපැවැදි කර සාසනය බේරාගන්න අපෙ හාමුදුරුවනේ අපි අසරන වෙලාවගේ අපෙ බුදු හාමුරුවනේ තෙරුවන් සරනය් අපේ හාමුදුරුවනේ,DISINFO,0,1,0,
"ඔබ වහන්සේ රට ජාතිය හා බුදු සසුණ රැක ගන්න කරගෙන යන මේ විෂේශ හෙලිදරවුව ඉදිරියට කරගෙන යන්න නොබියව මුන් සියල්ලම තක්කඩි උන්ට ආවඩනවානම් ඒ අයගේ සීලය,ගුණධර්ම  ඕන නෑ උන්ට ජෙප්පො කවද්ද සිල්ගත්තෙ හැබැයි අමාරුවෙ වැටු වෙලාවල් වල පන්සල් වලට රිංගල දානෙ ටික කාල සිවුරට මුවා වෙලා පනගැට ගහගත්ත .වුන්ට මතක නෑ ,බොදු සමළු පටන් ගන්න කාලය හරි හාමුදුරුවනේ .සියළු දෙවියන් ගේ පිහිටයි ..",ඔබ වහන්සේ රට ජාතිය හා බුදු සසුණ රැක ගන්න කරගෙන යන මේ විෂේශ හෙලිදරවුව ඉදිරියට කරගෙන යන්න නොබියව මුන් සියල්ලම තක්කඩි උන්ට ආවඩනවානම් ඒ අයගේ සීලයගුණධර්ම ඕන නෑ උන්ට ජෙප්පො කවද්ද සිල්ගත්තෙ හැබැයි අමාරුවෙ වැටු වෙලාවල් වල පන්සල් වලට රිංගල දානෙ ටික කාල සිවුරට මුවා වෙලා පනගැට ගහගත්ත වුන්ට මතක නෑ බොදු සමළු පටන් ගන්න කාලය හරි හාමුදුරුවනේ සියළු දෙවියන් ගේ පිහිටයි,NORMAL,0,0,1,
අනේ ඝනයා ආයි වරෙන් රට වනසන්න  කවදා හරි උබත් අපායෙ අඩ්යෙ මුංට කන්දෙන හරක්  නොදකින්  මේකා,අනේ ඝනයා ආයි වරෙන් රට වනසන්න කවදා හරි උබත් අපායෙ අඩ්යෙ මුංට කන්දෙන හරක් නොදකින් මේකා,HATE,1,0,0,
මේ    ලගදි     මම   දක්කා   ඔබවහන්සේ     රෝහිත    රාජපක්ශත්     තවකීප    දෙනෙකුත්   එක්ක    හොර   සාකච්චාවක්.     ඒ   වගේම     සහරාන්ලට    ගෝටබය    පඩිදීලා    උන්ව   පෝශනය   කරපු   බව.   ඒ   න්සා    ඔබලා    පුල්වන්     උපරිම    දේ   කරලා   ආන්ඩුව     පෙරලලා     නාමල්ලට    පාරහදලා   දෙන්න   දගලන්නේ.    ඕවට    මිනිසු   රැවටුනේ    ඉස්සර.,මේ ලගදි මම දක්කා ඔබවහන්සේ රෝහිත රාජපක්ශත් තවකීප දෙනෙකුත් එක්ක හොර සාකච්චාවක් ඒ වගේම සහරාන්ලට ගෝටබය පඩිදීලා උන්ව පෝශනය කරපු බව ඒ න්සා ඔබලා පුල්වන් උපරිම දේ කරලා ආන්ඩුව පෙරලලා නාමල්ලට පාරහදලා දෙන්න දගලන්නේ ඕවට මිනිසු රැවටුනේ ඉස්සර,NORMAL,0,0,1,
Hamuuruwane  .hodata mathaka  thabaganna...  Me anduwa path  kale  game  api.   Api  supiri  sinhala.  Supiri Buddhists   Minissu.. Apita me anduwen  Ratata  Gamata..wada karaganna  ona.. Oba  wahanse  . Agama  gana  katha karanna.. Nathnam .  Walahata wage..kunuharpa   Kiyanna  wenawa...,Hamuuruwane hodata mathaka thabaganna Me anduwa path kale game api Api supiri sinhala Supiri Buddhists Minissu Apita me anduwen Ratata Gamatawada karaganna ona Oba wahanse Agama gana katha karanna Nathnam Walahata wagekunuharpa Kiyanna wenawa,HATE,1,0,0,"Minissu, karanna"
අපිව දැණුවත් කළාට ඔබ වහන්සේට තෙරුවන් සරණයි !,අපිව දැණුවත් කළාට ඔබ වහන්සේට තෙරුවන් සරණයි,NORMAL,0,0,1,
"මුගේ සිවුර ගලවලා චීත්ත යක් අන්දවන  ඕනේ.  හාමුදුරුවන් කියන නමත් කනව. මූට ගැලපෙන දෙයක් ද කරන්නේ.  හාමුදුරුවන් ඉන්නේ ධර්මය රකින්න.  මිහින්තලේ,  මෙයා  ඉන්නේ  කුණු  අවුස්සන  නිකායේ",මුගේ සිවුර ගලවලා චීත්ත යක් අන්දවන ඕනේ හාමුදුරුවන් කියන නමත් කනව මූට ගැලපෙන දෙයක් ද කරන්නේ හාමුදුරුවන් ඉන්නේ ධර්මය රකින්න මිහින්තලේ මෙයා ඉන්නේ කුණු අවුස්සන නිකායේ,NORMAL,0,0,1,
මොලේ නැති හරක්ට රට ගියාම වෙන විනාසය  කොතරම්දැයි කිව නොහැකිය...,මොලේ නැති හරක්ට රට ගියාම වෙන විනාසය කොතරම්දැයි කිව නොහැකිය,NORMAL,0,0,1,
Ape hamuduruwane owa threnne naha me gobba sinhalayata,Ape hamuduruwane owa threnne naha me gobba sinhalayata,HATE,1,0,0,gobba
Sadu. Sabu. Sadu,Sadu Sabu Sadu,HATE,1,0,0,
Para ganaya.,Para ganaya,NORMAL,0,0,1,
අනේ වඳින්නම් අපේ හාමුදුරුවනේ බණක් භාවනා කරගෙන නිවන් දකින්න උත්සාහ කරන්න රට ගිනි තියන්න එපා,අනේ වඳින්නම් අපේ හාමුදුරුවනේ බණක් භාවනා කරගෙන නිවන් දකින්න උත්සාහ කරන්න රට ගිනි තියන්න එපා,NORMAL,0,0,1,
Guoooooo Sara mun budu dhama kana wanachariyo😂😂😂😂,Guoooooo Sara mun budu dhama kana wanachariyo,NORMAL,0,0,1,
අපෙ හාමුදුරුවනෙ  ඔබවහන්සෙ කියන මතයට එකග වෙන්න තරම් රටෙ පාලකයින්ට පණ නෑ,අපෙ හාමුදුරුවනෙ ඔබවහන්සෙ කියන මතයට එකග වෙන්න තරම් රටෙ පාලකයින්ට පණ නෑ,NORMAL,0,0,1,
මේ ගනගෙඩිය රට වනසන එකෙක්.,මේ ගනගෙඩිය රට වනසන එකෙක්,NORMAL,0,0,1,
Hanuma,Hanuma,NORMAL,0,0,1,
"Gnanesara hamuduruwane. 
Oba Wahanse ratae  Jathi wadaya , Agamwada ethikala eka Ratema danne deyak.
Dan mokatada kiyanne  hadanne. 
Puluwannan Tharuna sangayan wahansela Tikak  Aran  gihilla  newatha Gila Bessa   Gamm tika Hadane.
Adu gane Ratate sewayak waewi.
Look after your Own Religion . Then there wont be any issues. 
Why Don't you Worry about Donald Trump attacking  Venezuela and other Oil Rich countries to strength the  DOLLAR. 
Puluwannam Dondl Trupmh ta katha karanne.",Gnanesara hamuduruwane Oba Wahanse ratae Jathi wadaya Agamwada ethikala eka Ratema danne deyak Dan mokatada kiyanne hadanne Puluwannan Tharuna sangayan wahansela Tikak Aran gihilla newatha Gila Bessa Gamm tika Hadane Adu gane Ratate sewayak waewi Look after your Own Religion Then there wont be any issues Why Dont you Worry about Donald Trump attacking Venezuela and other Oil Rich countries to strength the DOLLAR Puluwannam Dondl Trupmh ta katha karanne,DISINFO,0,1,0,
Ane palayan Gani balagan gon wassa,Ane palayan Gani balagan gon wassa,HATE,1,0,0,gon
මැදමුලනෙ නිකායේ කෙනෙක් තම්‍ය් !!,මැදමුලනෙ නිකායේ කෙනෙක් තම්ය්,HATE,1,0,0,
මෙි ඉන්නෙ වනචාරින් ශාසනයට ගෙනාපු වනචාරි නායකයා,මෙි ඉන්නෙ වනචාරින් ශාසනයට ගෙනාපු වනචාරි නායකයා,NORMAL,0,0,1,
Owa.kompiyutarwalin.ekatu.karahaki.potowalata..ube.mahaki.oya.inne.wal.ganaya,Owakompiyutarwalinekatukarahakipotowalataubemahakioyainnewalganaya,HATE,1,0,0,
Ane.palayan.ganayo.yanna,Anepalayanganayoyanna,NORMAL,0,0,1,
Ane Mira eka eka deewal kiyala Pau purawa ganna mama kamathi naha Buddha putrayo unahama minissunta hoda naraka kiyalaa deela yaha magata ganna oane habai maya eka arunahama me rate minissu kotawana wade lassanata karanawaa maya kiyapu banak dammoth mama pili gannam maya kiya deewal hari kiyalaa aduma maya panel pada pahawath danne nathi buddaha puthrayek.meya inna oane buddaha saasane newai int eke,Ane Mira eka eka deewal kiyala Pau purawa ganna mama kamathi naha Buddha putrayo unahama minissunta hoda naraka kiyalaa deela yaha magata ganna oane habai maya eka arunahama me rate minissu kotawana wade lassanata karanawaa maya kiyapu banak dammoth mama pili gannam maya kiya deewal hari kiyalaa aduma maya panel pada pahawath danne nathi buddaha puthrayekmeya inna oane buddaha saasane newai int eke,DISINFO,0,1,0,
මතකද  කාන්තාවන් වදකරා කියල කරපු බොරැව,මතකද කාන්තාවන් වදකරා කියල කරපු බොරැව,NORMAL,0,0,1,
අපි ඔබවහන්සේ සමගයි,අපි ඔබවහන්සේ සමගයි,NORMAL,0,0,1,
රටෙ ත්‍රිවිධ හමුදාව නිදි රටෙ සිංහල බෞද්ධයො උනුත් නිදි ඩොලර් වලට තම රට ජාතිය ආගම අහිංසක සිංහල මිනිසුන් පාවා දුන්නු JVP හැත්ත මරා සුන්නස් දූවිලි කරන්න සිංහලයො පෙල ගැසියන්,රටෙ ත්රිවිධ හමුදාව නිදි රටෙ සිංහල බෞද්ධයො උනුත් නිදි ඩොලර් වලට තම රට ජාතිය ආගම අහිංසක සිංහල මිනිසුන් පාවා දුන්නු JVP හැත්ත මරා සුන්නස් දූවිලි කරන්න සිංහලයො පෙල ගැසියන්,NORMAL,0,0,1,
"Pala HARAKA
Mongol PA.. Ya",Pala HARAKA Mongol PA Ya,HATE,1,0,0,"HARAKA, Mongol"
Wanda kottu hora ganaya,Wanda kottu hora ganaya,NORMAL,0,0,1,
Pissa sadu?,Pissa sadu,NORMAL,0,0,1,
JVP/ MALIMA KERIYONTA HENAMA GAHAPAN,JVP MALIMA KERIYONTA HENAMA GAHAPAN,HATE,1,0,0,
චික්  ලැජ්ජ්‍යයි,චික් ලැජ්ජ්යයි,HATE,1,0,0,
"Musawada,,,amathakada,,awasara",Musawadaamathakadaawasara,NORMAL,0,0,1,
අපේ හාමුදුරුවනේ මුං මේක දාල යන්නෙ මිනිස්සු නැති මුඩු බිමක් කරල යනු මගේ හැගීමයි ඔබ වහන්සේ කියන්නෙ සම්පූර්ණ ඇත්ත ඔබවහන්සේට තෙරුවන් සරනයි .🎉,අපේ හාමුදුරුවනේ මුං මේක දාල යන්නෙ මිනිස්සු නැති මුඩු බිමක් කරල යනු මගේ හැගීමයි ඔබ වහන්සේ කියන්නෙ සම්පූර්ණ ඇත්ත ඔබවහන්සේට තෙරුවන් සරනයි,NORMAL,0,0,1,
Bana wikunanna  epa,Bana wikunanna epa,HATE,1,0,0,wikunanna
මොඩකම හොදට පෙනෙනව.....,මොඩකම හොදට පෙනෙනව,NORMAL,0,0,1,
"Me. Anduwata. Kondak. Na. Kiyala.  Dany. Therenne😂😂thanikarama. Boru.  Hila ,,,,namolaya.  Thama.  Eliye,,,🎉🎉huruthal. Karanawa😂😂😂😂😂😂😂😂powapa. Thawa. Unta. Kiri 😂tikiri. Anura😂😂😂😂😂😂😂😂horu.  Ethulata.  Dammada. Ko.  Pasku.    Ay. Boru.  Kiyanne😂😂😂Apith. Rawatuna.  Thopitath,,,",Me Anduwata Kondak Na Kiyala Dany Therennethanikarama Boru Hila namolaya Thama Eliyehuruthal Karanawapowapa Thawa Unta Kiri tikiri Anurahoru Ethulata Dammada Ko Pasku Ay Boru KiyanneApith Rawatuna Thopitath,HATE,1,0,0,Boru
"Anurayo  mewa. Boruda.  Janapathi ne. Mewa. Borunam.  😮Damma. Criyathmaka.  Unoth.  Hoday😮😮😮ne,,,hamuduruwa. Unath.  Mewa. Borunam.  Ethulata.  Danna😮😢😢😢😢😢😢😢😢😢",Anurayo mewa Boruda Janapathi ne Mewa Borunam Damma Criyathmaka Unoth Hodaynehamuduruwa Unath Mewa Borunam Ethulata Danna,HATE,1,0,0,
"Me ganayata mokada anynge personal life. Meke comment karala thiyena pakkuntath thiyenne anunge life gena anaruwa. Don’t go to any other country. If you come where we live, we will be very happy talking you to courts",Me ganayata mokada anynge personal life Meke comment karala thiyena pakkuntath thiyenne anunge life gena anaruwa Dont go to any other country If you come where we live we will be very happy talking you to courts,NORMAL,0,0,1,
"ඒ කාලේ ස්ලාම් අන්තවාදය ගැන පාර්ලිමේන්තු වේ කතා කලහම රාජපක්ෂලා බොරු බිල්ලෝ මවනවා කිව්වා,රාජපක්ෂ ලා බේසමේ කිඹුල්ලු හොයනවා කියා බිජුබර් රාහුවා කියලා  පරික්ෂන යට කලා මතකද",ඒ කාලේ ස්ලාම් අන්තවාදය ගැන පාර්ලිමේන්තු වේ කතා කලහම රාජපක්ෂලා බොරු බිල්ලෝ මවනවා කිව්වාරාජපක්ෂ ලා බේසමේ කිඹුල්ලු හොයනවා කියා බිජුබර් රාහුවා කියලා පරික්ෂන යට කලා මතකද,NORMAL,0,0,1,
Thatta pakaya thota Hena 7 sure ballo,Thatta pakaya thota Hena 7 sure ballo,HATE,1,0,0,"pakaya, ballo"
පින්වතුනි  බුදුදහම සිංහල  ජාතිය  වෙනුවෙන්  කතාකරන්න  හැකි  අය මුදල් ටිකක් පූජා කරන්න,පින්වතුනි බුදුදහම සිංහල ජාතිය වෙනුවෙන් කතාකරන්න හැකි අය මුදල් ටිකක් පූජා කරන්න,NORMAL,0,0,1,
Oya swra ratata apahasayak😅,Oya swra ratata apahasayak,NORMAL,0,0,1,
ඉතින්  ඔබවහන්සේලා  ගේ පාලනකාලයේ. මොවුන්ට  දඩුවමි දෙන්න  තිබුනනේ  දැන්  බොරුවට  තප්පුලන්නේ නැතිව...,ඉතින් ඔබවහන්සේලා ගේ පාලනකාලයේ මොවුන්ට දඩුවමි දෙන්න තිබුනනේ දැන් බොරුවට තප්පුලන්නේ නැතිව,NORMAL,0,0,1,
"ලන්කාවේ අපේ සින්හල බහුතරය  දැන් ත්‍රස්තවාදි කදවුරක සාමාජිකයෝ ,මහින්දගේ කාලේ උන් ltteකාරයෝ ,,ගෝටා යමක්  කරන්ඩ ගියා ක්‍රිස්තියානි සමහරු වැඩේ දුන්නා",ලන්කාවේ අපේ සින්හල බහුතරය දැන් ත්රස්තවාදි කදවුරක සාමාජිකයෝ මහින්දගේ කාලේ උන් ltteකාරයෝ ගෝටා යමක් කරන්ඩ ගියා ක්රිස්තියානි සමහරු වැඩේ දුන්නා,NORMAL,0,0,1,
මේ හමුදුරවන්ට පිස්සු බංගලාදේශයේ වෙන දේවල් ඒ රට විසදගනී  ඒවත් අනුර ජනාදිපති විසදන්නද ඔබවහන්සේ කියන්නේ,මේ හමුදුරවන්ට පිස්සු බංගලාදේශයේ වෙන දේවල් ඒ රට විසදගනී ඒවත් අනුර ජනාදිපති විසදන්නද ඔබවහන්සේ කියන්නේ,NORMAL,0,0,1,
දැන් ත්‍රස්ත ක්‍රියාකාරකම් නැහැ නේද හාමුදුරුවනේ බොරු බිල්ලෝ මවන්න එපා,දැන් ත්රස්ත ක්රියාකාරකම් නැහැ නේද හාමුදුරුවනේ බොරු බිල්ලෝ මවන්න එපා,NORMAL,0,0,1,
අපේ හාමුදුරුවෝ කියන්නේ ඇත්ත ඔය හිටපු ජනාධිපතිවරුත් ඔය විදියටම අපේ රටේ ජනතාවත් රටත් අමාරුවේ දැම්මා කියන එක විතරක් නොකියා වර්තමානය ගැන විතරක් කතා කරන්න එපා,අපේ හාමුදුරුවෝ කියන්නේ ඇත්ත ඔය හිටපු ජනාධිපතිවරුත් ඔය විදියටම අපේ රටේ ජනතාවත් රටත් අමාරුවේ දැම්මා කියන එක විතරක් නොකියා වර්තමානය ගැන විතරක් කතා කරන්න එපා,NORMAL,0,0,1,
Kari thambilata nithiya ko bn munta daduwam nadda aa,Kari thambilata nithiya ko bn munta daduwam nadda aa,HATE,1,0,0,
අනේ අපේ හාමුදුරුවනේ අපිට රටක්  ඉතුරු කරලා දෙන්න. බොහෝමයක් භයේ කතාවත් කරන්නේ නෑ. 😢😢😢😢,අනේ අපේ හාමුදුරුවනේ අපිට රටක් ඉතුරු කරලා දෙන්න බොහෝමයක් භයේ කතාවත් කරන්නේ නෑ,NORMAL,0,0,1,
Ane api pau purogannawa mewage ballo himda hemadama yathi beda hadana para heththo,Ane api pau purogannawa mewage ballo himda hemadama yathi beda hadana para heththo,HATE,1,0,0,ballo
ගන් වතුර කාලෙ හනුම කොහෙද හිටියෙ 😁😁,ගන් වතුර කාලෙ හනුම කොහෙද හිටියෙ,NORMAL,0,0,1,
Palayan balla yanna.,Palayan balla yanna,HATE,1,0,0,"balla, yanna"
Ane  hamuduruwane   u,Ane hamuduruwane u,NORMAL,0,0,1,
"මේ,අය,ඉක්මනට ගෙදර යන බව පැහැදිලිය 😂😂😂",මේඅයඉක්මනට ගෙදර යන බව පැහැදිලිය,NORMAL,0,0,1,
Mahindege topi,Mahindege topi,HATE,1,0,0,topi
Uba paleye athulte kiyek gatthede koati 10 k,Uba paleye athulte kiyek gatthede koati 10 k,HATE,1,0,0,
Ane ube mahindege puke allegene thame inne yakoa,Ane ube mahindege puke allegene thame inne yakoa,NORMAL,0,0,1,
යාකො  මුං  මේ  ආන්ඩුව  අරන්  අවුද්දයි ඉවසන්න  මොනාද  කොල  කෑලි  පෙන්න  පෙන්න  මිනිස්සු   අවුසන්න  එපා,යාකො මුං මේ ආන්ඩුව අරන් අවුද්දයි ඉවසන්න මොනාද කොල කෑලි පෙන්න පෙන්න මිනිස්සු අවුසන්න එපා,HATE,1,0,0,
Keri ballo,Keri ballo,HATE,1,0,0,ballo
94 /95 ?budu pilima keduws nam. Ita passe  topi hemanunada. .. we sige ballo,94 95 budu pilima keduws nam Ita passe topi hemanunada we sige ballo,NORMAL,0,0,1,
To kiwwata  sama wenna   hemadeyak ma kerure  den inna mun nam toge ammata.... he... neddada  me anduwa  enna  kalin e dewal  kare nette,To kiwwata sama wenna hemadeyak ma kerure den inna mun nam toge ammata he neddada me anduwa enna kalin e dewal kare nette,HATE,1,0,0,
Siura galawa enna  uttara dennam,Siura galawa enna uttara dennam,NORMAL,0,0,1,
Hemadeyak ma wennne kiyala  siura petta kin tiyala ammage ahanna,Hemadeyak ma wennne kiyala siura petta kin tiyala ammage ahanna,HATE,1,0,0,
Owa  kain awruddaka kain kiyanne netiwa denda  kiyanne,Owa kain awruddaka kain kiyanne netiwa denda kiyanne,NORMAL,0,0,1,
Vesige ballk wennepa,Vesige ballk wennepa,NORMAL,0,0,1,
Wesige ballek,Wesige ballek,NORMAL,0,0,1,
Oba wanted kiyanne sura haha   yako den awrulladak  to heminunada,Oba wanted kiyanne sura haha yako den awrulladak to heminunada,NORMAL,0,0,1,
පරිස්සමින් අපේ හාමුදුරුවනේ 🙏🏼🙏🏼🙏🏼,පරිස්සමින් අපේ හාමුදුරුවනේ,NORMAL,0,0,1,
"Lokuma boruwa nuwarai thiyenne
A gana hoyabalanawa
Me Aya har pinwantha hamuduruwaruu",Lokuma boruwa nuwarai thiyenne A gana hoyabalanawa Me Aya har pinwantha hamuduruwaruu,HATE,1,0,0,
Who is this?,Who is this,NORMAL,0,0,1,
බලාගෙන යනකොට අනුර පොන්නයා අපේ මුස්ලිම් සහෝදරයන්ටත් කෙලවලා,බලාගෙන යනකොට අනුර පොන්නයා අපේ මුස්ලිම් සහෝදරයන්ටත් කෙලවලා,NORMAL,0,0,1,
Meya ratata visala sewawak karapu kenek.. meya mahana karanna,Meya ratata visala sewawak karapu kenek meya mahana karanna,HATE,1,0,0,karanna
"Sinhalaminisun,harimodai, muslin damala ayathama ngewargaya,wadikara ganna waobawaha nse,kiyanna athha kawruth ganan gannana.mahamatheyakatajvp,sambandai",Sinhalaminisunharimodai muslin damala ayathama ngewargayawadikara ganna waobawaha nsekiyanna athha kawruth ganan gannanamahamatheyakatajvpsambandai,HATE,1,0,0,
ඥානසාර හාමුදුරුවනේ ඔබ වහන්සේට කියන්න තියෙන්නේ එක දෙයයි ඔබ වහන්සේ දැන් අවුරුදු දහයක් තිස්සේ ඔය රාජපක්ෂලත් එක්ක එක්කහු  ඔය රට බේරගන්න තිබුණනේ. ඉතින් ඔයාලගේ රජයක් තිබුණා. ඔයාට පක්ෂපාතී අගමැතිවරු ජනාධිපතිවරු හිටියා ළඟට ගිහිල්ල කොඳුරලා ඕන වෙලාවක කියන්ඩ තිබුණනේ කරන විදිය කරුණාකරලා ඔබවහන්සේ අපේ අනුර ජනාධිපතිතුමාට පාඩුවේ වැඩ කරගන්න දීලා ඔබ වහන්සේ නොදන්න මඟුල් කතා කරන්න එන්න එපා FROM GERMANY,ඥානසාර හාමුදුරුවනේ ඔබ වහන්සේට කියන්න තියෙන්නේ එක දෙයයි ඔබ වහන්සේ දැන් අවුරුදු දහයක් තිස්සේ ඔය රාජපක්ෂලත් එක්ක එක්කහු ඔය රට බේරගන්න තිබුණනේ ඉතින් ඔයාලගේ රජයක් තිබුණා ඔයාට පක්ෂපාතී අගමැතිවරු ජනාධිපතිවරු හිටියා ළඟට ගිහිල්ල කොඳුරලා ඕන වෙලාවක කියන්ඩ තිබුණනේ කරන විදිය කරුණාකරලා ඔබවහන්සේ අපේ අනුර ජනාධිපතිතුමාට පාඩුවේ වැඩ කරගන්න දීලා ඔබ වහන්සේ නොදන්න මඟුල් කතා කරන්න එන්න එපා FROM GERMANY,NORMAL,0,0,1,
🌎 🌏 🌍 CLEAN SRI LANKA 🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳,CLEAN SRI LANKA,NORMAL,0,0,1,
