Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words
නාමල්යා ගෙ 👄 කට  නාමලයෝ අම්මා ගේ රෙද්ද  කටින් ද කියන්නේ  පුකෙන්ද මගේ ඇගේ මාලු නටනවා ජනාධිපති තුමා ව සෙල්ලමට අරගෙන  පිස්සෙක් යකෝ මුන් රට පාලනය කෙරුවේ  කොහොමද දන්නෙ නැහැ  😢😢😢😢😢😢 බල්ලටත් රත්තරන් දාපු රාජපක්ෂ  පව්ල  🐄🐄🐄🐄🐄🐄🐄,නාමල්යා ගෙ කට නාමලයෝ අම්මා ගේ රෙද්ද කටින් ද කියන්නේ පුකෙන්ද මගේ ඇගේ මාලු නටනවා ජනාධිපති තුමා ව සෙල්ලමට අරගෙන පිස්සෙක් යකෝ මුන් රට පාලනය කෙරුවේ කොහොමද දන්නෙ නැහැ බල්ලටත් රත්තරන් දාපු රාජපක්ෂ පව්ල,DISINFO,0,1,0,
හොරකම් කරපුවා ගේන්න බැරිද නාමල්😂,හොරකම් කරපුවා ගේන්න බැරිද නාමල්,NORMAL,0,0,1,
"ඔයනැමොලයාට රගන්න නොදි උස්සල
හිරෙදාන්න එතනින් කෙලවර නොකර මරණදඩුවම දෙන්න රාජපක්ෂ නඩේටම මුන්රටකැවා උන්ගේ  පවුල් නඉත්තුවුනා ජනතාව පාරට බැස්සුවා කුඩු ගෙන්නලා ව්‍යපාර කරලා නැටුවා අපේ මේ මැනිකක්වැනි ජනාදිපති ආයින් අපේරට බේරැනා දැන් නැමොලයෝ පචකෙල කෙල මඩගහන්නේ නැතුව හිරෙයනතුරැ හිටු ☝🥸",ඔයනැමොලයාට රගන්න නොදි උස්සල හිරෙදාන්න එතනින් කෙලවර නොකර මරණදඩුවම දෙන්න රාජපක්ෂ නඩේටම මුන්රටකැවා උන්ගේ පවුල් නඉත්තුවුනා ජනතාව පාරට බැස්සුවා කුඩු ගෙන්නලා ව්යපාර කරලා නැටුවා අපේ මේ මැනිකක්වැනි ජනාදිපති ආයින් අපේරට බේරැනා දැන් නැමොලයෝ පචකෙල කෙල මඩගහන්නේ නැතුව හිරෙයනතුරැ හිටු,DISINFO,0,1,0,
"Naya."" Cobr."" Kiyala pennanna janadipati tumani",Naya Cobr Kiyala pennanna janadipati tumani,NORMAL,0,0,1,
Tathalabapala.thopekale.thama.ajakayo.dalagiye.pagamaruvo.,Tathalabapalathopekalethamaajakayodalagiyepagamaruvo,HATE,1,0,0,
නැමොලයො තො මොනවද කියන්නෙ තොත් රටකරානෙද මු ලිසටි ළුකෙන් ඇවිත් හරියට මැරිලා ඉපදිලා වගෙ කතාව,නැමොලයො තො මොනවද කියන්නෙ තොත් රටකරානෙද මු ලිසටි ළුකෙන් ඇවිත් හරියට මැරිලා ඉපදිලා වගෙ කතාව,HATE,1,0,0,කියන්නෙ
"උගෙ ආන්ඩුව 😂😂😂😂
චන්දෙන් පාර්ලිමේන්තුවට එන්න බැරිව පිනට ආපු නාමල් 😂😂😂😂😂",උගෙ ආන්ඩුව චන්දෙන් පාර්ලිමේන්තුවට එන්න බැරිව පිනට ආපු නාමල්,NORMAL,0,0,1,
Namoleeeee hu....uuu,Namoleeeee huuuu,NORMAL,0,0,1,
Nemole ane oata pinsidda wei tattala .putal .bappala .raten pita wela paluan ban kahinetiwa,Nemole ane oata pinsidda wei tattala putal bappala raten pita wela paluan ban kahinetiwa,HATE,1,0,0,
අධිකරණය පවා. දන්නවා රටේ ආර්ථිකය කඩා වැටීමට හේතුව  කලින් ආණ්ඩු බව,අධිකරණය පවා දන්නවා රටේ ආර්ථිකය කඩා වැටීමට හේතුව කලින් ආණ්ඩු බව,NORMAL,0,0,1,
බොරු කතා තාත්තා වඩා හොඳ වේවි පුතා ආවාම,බොරු කතා තාත්තා වඩා හොඳ වේවි පුතා ආවාම,NORMAL,0,0,1,
ISSARA VIDIYATA DUWA PENA YANA EKA MATHAKADA THAHANAM KARÀPU DINE. NE MOLE APE UDARA MINISKAME MINISA  AKD  ITHAMA AMARUWEN GENA YANA SATAN MAGA. PODU JANA JAYAMAGAI. OBA SAHAYOGAYA LEBEEMA E MAGE IKMAN AWASANAYA.,ISSARA VIDIYATA DUWA PENA YANA EKA MATHAKADA THAHANAM KARPU DINE NE MOLE APE UDARA MINISKAME MINISA AKD ITHAMA AMARUWEN GENA YANA SATAN MAGA PODU JANA JAYAMAGAI OBA SAHAYOGAYA LEBEEMA E MAGE IKMAN AWASANAYA,HATE,1,0,0,MOLE
Janapthita higanno kiyana ekata nadu dannath puluwan janapathi  katha karanakota Ahagena inna janathwa kamathii,Janapthita higanno kiyana ekata nadu dannath puluwan janapathi katha karanakota Ahagena inna janathwa kamathii,HATE,1,0,0,
"විදේශීය ආයෝජකයන් වගේම දේශිය කුඩා ආයෝජකයන් නිසාත් ගොඩක් රැකියා අවස්තා ලැබෙනවා.අද එවන් කර්මාන්ත රාශියක් ගංවතුර,සුලිකුණාටු නිසා විනාශවෙලා.එයාලට වන්දි වශයෙන් රු.ලක්ශ දෙකක් ප්‍රමානවත් නෑ .",විදේශීය ආයෝජකයන් වගේම දේශිය කුඩා ආයෝජකයන් නිසාත් ගොඩක් රැකියා අවස්තා ලැබෙනවාඅද එවන් කර්මාන්ත රාශියක් ගංවතුරසුලිකුණාටු නිසා විනාශවෙලාඑයාලට වන්දි වශයෙන් රුලක්ශ දෙකක් ප්රමානවත් නෑ,NORMAL,0,0,1,
Melo rahak naa huuuuuuuuuuuu huuuuuuuuuu,Melo rahak naa huuuuuuuuuuuu huuuuuuuuuu,NORMAL,0,0,1,
නැ මොලයෝ ලැයිස්තුවෙන් නේද ආවේ ඇයි චන්දේ ඉල්ලුවේ නැත්තේ ඉල්ලන්නනෙ තිබ්බේ,නැ මොලයෝ ලැයිස්තුවෙන් නේද ආවේ ඇයි චන්දේ ඉල්ලුවේ නැත්තේ ඉල්ලන්නනෙ තිබ්බේ,NORMAL,0,0,1,
මොලයක් නැති නැ මොලයෝ ඇතිද අහගත්තා,මොලයක් නැති නැ මොලයෝ ඇතිද අහගත්තා,HATE,1,0,0,
නෑමොලයෝ තෝ මොන්ටිසෝරියේ ඉදල ඉගෙන ගෙන වරෙන් අනුර සමග කතාකරන්න,නෑමොලයෝ තෝ මොන්ටිසෝරියේ ඉදල ඉගෙන ගෙන වරෙන් අනුර සමග කතාකරන්න,NORMAL,0,0,1,
Namal monawà kiyanawada mandaa?,Namal monaw kiyanawada mandaa,NORMAL,0,0,1,
ජයවේවා.ජනපතිතුමණි.   ..,ජයවේවාජනපතිතුමණි,NORMAL,0,0,1,
Mahindaga.sunakapatiya.gongahannawidihak.naathuwa.okun.dan.raalawatana.kala.balagana.okun.innathaana.harakta.jangi.andapalla🎉🎉🎉,Mahindagasunakapatiyagongahannawidihaknaathuwaokundanraalawatanakalabalaganaokuninnathaanaharaktajangiandapalla,HATE,1,0,0,
ආයේ ආණ්ඩු හැදෙන්නෑ....😊🖤,ආයේ ආණ්ඩු හැදෙන්නෑ,NORMAL,0,0,1,
ඔය  නාමලය   ට  ෙරද්ෙද ෙරවිල,ඔය නාමලය ට ෙරද්ෙද ෙරවිල,HATE,1,0,0,
ඔයාලගේ කාලයක් එන්නේ නෑ නැවත  👍🤣🤣😭,ඔයාලගේ කාලයක් එන්නේ නෑ නැවත,NORMAL,0,0,1,
"බැරිනම්. නාමල් ලගෙ ආන්ඩූවක් ආවම
  ගෙවන්නමිලු
දවල්? දන්නෑ",බැරිනම් නාමල් ලගෙ ආන්ඩූවක් ආවම ගෙවන්නමිලු දවල් දන්නෑ,NORMAL,0,0,1,
Thoppilqge.mahaaka  rata.karane..jaatthibeda. adala..musleem.janathavata.pahara..allakarala ..thoppi.qnqva..ratta.kqranna..thoppi.okkoma.horu,Thoppilqgemahaaka ratakaranejaatthibeda adalamusleemjanathavatapaharaallakarala thoppiqnqvarattakqrannathoppiokkomahoru,HATE,1,0,0,
රටේත් ධනය හොරා කාලා කහල කාලා තවත් කතා කරන ලැජ්ජ නැතුව,රටේත් ධනය හොරා කාලා කහල කාලා තවත් කතා කරන ලැජ්ජ නැතුව,NORMAL,0,0,1,
තොපේ ආණ්ඩුකාලේ කරපුවා තමයි ඔය,තොපේ ආණ්ඩුකාලේ කරපුවා තමයි ඔය,NORMAL,0,0,1,
ඔයාලට  මතකද දන්නෙ නැහැ  සිංගප්පූරු වේ ජනාධිපති තුමා  ඒ කාලෙ අපේ රටට  ආපු වෙලාවෙ අපේ රටේ ලස්සන දැකල එයා කිව්වෙ සිංගප්පූරුව  ලංකාව  වගේ  හදනව කියල  ඒවගේ  එතුමා  ඒක  කලා ඒත්  අපේ රට  ඒ කාලෙ සිංගප්පූරුව  වගේ කලා හිටපු  නායකත්වය   කියන්න  ලැජ්ජයි නේද   දැන්  බොරුවට  කෑගහනව  හිටපු  අය ඇයි  කෙරුවෙ  නැත්තෙ,ඔයාලට මතකද දන්නෙ නැහැ සිංගප්පූරු වේ ජනාධිපති තුමා ඒ කාලෙ අපේ රටට ආපු වෙලාවෙ අපේ රටේ ලස්සන දැකල එයා කිව්වෙ සිංගප්පූරුව ලංකාව වගේ හදනව කියල ඒවගේ එතුමා ඒක කලා ඒත් අපේ රට ඒ කාලෙ සිංගප්පූරුව වගේ කලා හිටපු නායකත්වය කියන්න ලැජ්ජයි නේද දැන් බොරුවට කෑගහනව හිටපු අය ඇයි කෙරුවෙ නැත්තෙ,NORMAL,0,0,1,
අඩේ මුන් සින්ගප්පුරුව  කරලනේ තිබුනේ තව පොඩ්ඩක් ඉන්නලූ බලු නාමලයෝ තොපි මේරට හපයක් කරලනේ පැනලා ගියේ,අඩේ මුන් සින්ගප්පුරුව කරලනේ තිබුනේ තව පොඩ්ඩක් ඉන්නලූ බලු නාමලයෝ තොපි මේරට හපයක් කරලනේ පැනලා ගියේ,HATE,1,0,0,බලු
"Ane namal pako  danwath paduwe idapan, ponnaya",Ane namal pako danwath paduwe idapan ponnaya,HATE,1,0,0,"pako, ponnaya"
උඹේ අම්මට හුඛණ්ඩ හුඛණ්ඩ උඹේ තාත්තා මොකද කරේ තොපි අවුරුදු කීයක් කරාද ක*** ඇන ගනින්.,උඹේ අම්මට හුඛණ්ඩ හුඛණ්ඩ උඹේ තාත්තා මොකද කරේ තොපි අවුරුදු කීයක් කරාද ක ඇන ගනින්,HATE,1,0,0,"අම්මට, හුඛණ්ඩ, ඇන, ගනින්"
Kari ponnayo edit karala vedio hadala puka denava jvp ekata avajathaka jeppo,Kari ponnayo edit karala vedio hadala puka denava jvp ekata avajathaka jeppo,HATE,1,0,0,"ponnayo, puka, denava, avajathaka, jeppo"
Thopi kapur rata buruwo,Thopi kapur rata buruwo,HATE,1,0,0,buruwo
ඇහුනද අදෝනාව.ඉස්සර උන් කරපු ඒව නිසා දැන් බය වෙල ඒව මෙයාලත් ඒව වෙයි කියල.😂😂😂😂,ඇහුනද අදෝනාවඉස්සර උන් කරපු ඒව නිසා දැන් බය වෙල ඒව මෙයාලත් ඒව වෙයි කියල,NORMAL,0,0,1,
"Pachaya,gobba kota.",Pachayagobba kota,NORMAL,0,0,1,
Doobi tika hodana hedilla..😂,Doobi tika hodana hedilla,HATE,1,0,0,hedilla
Siiya yananakota doler eka 292 ..den 212.. sthawara bawayada e... me aya vipaksh innakota kale akul helapu  eka  kadakappal karapu eka den merila ipadila wage kaiy  gahanawa..,Siiya yananakota doler eka 292 den 212 sthawara bawayada e me aya vipaksh innakota kale akul helapu eka kadakappal karapu eka den merila ipadila wage kaiy gahanawa,DISINFO,0,1,0,
ජ්නඩ්පප් ට්.ට්,ජ්නඩ්පප් ට්ට්,HATE,1,0,0,
අපේ ජනාධිපතිතුමාට ජයවේවා,අපේ ජනාධිපතිතුමාට ජයවේවා,NORMAL,0,0,1,
❤Adarei ❤ janapati. Tumani❤❤❤,Adarei janapati Tumani,HATE,1,0,0,
නාමලෙයා ෙබාරැ   පච කියන්න   එපා. උසාවියත්.  තින්දුව. දිල තියනව  රාජපක්ෂල රට බංෙකාෙලාත් කලා කියල.  ඇති ෙවන් ෙහාරකම් කරල  රට විනාශ කලා.  නාමලෙයා   ජනාධිපති ෙවන්න නම් හිතන්නවත්. එපා.   කවදාවත් ඒක නම් ෙවන්ෙන නැහැ. හිනයක් විතරයි ඒක.,නාමලෙයා ෙබාරැ පච කියන්න එපා උසාවියත් තින්දුව දිල තියනව රාජපක්ෂල රට බංෙකාෙලාත් කලා කියල ඇති ෙවන් ෙහාරකම් කරල රට විනාශ කලා නාමලෙයා ජනාධිපති ෙවන්න නම් හිතන්නවත් එපා කවදාවත් ඒක නම් ෙවන්ෙන නැහැ හිනයක් විතරයි ඒක,DISINFO,0,1,0,
නැමොලේ උඹේ අප්පා මයිනා රටට මොකද කලේ. උඹේ බාප්පයි අප්පයි රට කැවා .ගොන් පගයා උඹ මැරිලද ඉපදුනේ,නැමොලේ උඹේ අප්පා මයිනා රටට මොකද කලේ උඹේ බාප්පයි අප්පයි රට කැවා ගොන් පගයා උඹ මැරිලද ඉපදුනේ,HATE,1,0,0,"ගොන්, පගයා, මැරිලද"
Mumonawada kiyawanna. Da janadipathita .muta uththaradanna onada.,Mumonawada kiyawanna Da janadipathita muta uththaradanna onada,NORMAL,0,0,1,
රට බංකොලොත් වෙනකල් හොරකම් කරලා තව මුගේ කටේ සද්දේ මිනිස්සු ලක්ෂ ගානාක් පාරට ඇවිත් පවුල් පිටින් එලෙව්වා තවම මුංගේ හොාරකමක් හොයා ගන්න බැයිද,රට බංකොලොත් වෙනකල් හොරකම් කරලා තව මුගේ කටේ සද්දේ මිනිස්සු ලක්ෂ ගානාක් පාරට ඇවිත් පවුල් පිටින් එලෙව්වා තවම මුංගේ හොාරකමක් හොයා ගන්න බැයිද,DISINFO,0,1,0,
You even didn't  even contest.,You even didnt even contest,NORMAL,0,0,1,
What a fool.,What a fool,NORMAL,0,0,1,
හනුම    කට    වහාගෙන     හිටපිය.ගොනා.,හනුම කට වහාගෙන හිටපියගොනා,HATE,1,0,0,
තොපි හොරා කෑවෙ නැති නම් රට සිංගප්පූරුව ට වඩා ඉහළින් ඉන්න තිබ්බා ...,තොපි හොරා කෑවෙ නැති නම් රට සිංගප්පූරුව ට වඩා ඉහළින් ඉන්න තිබ්බා,NORMAL,0,0,1,
namal pakaya  pala pla yanna ponnay,namal pakaya pala pla yanna ponnay,HATE,1,0,0,"pakaya, ponnay"
තාත්තලා  බාප්පල මහප්පලා පුතාලා එකතු වෙලා හොරා කාලා දැන් එනවා රට හදන්න පර බල්ලෝ.,තාත්තලා බාප්පල මහප්පලා පුතාලා එකතු වෙලා හොරා කාලා දැන් එනවා රට හදන්න පර බල්ලෝ,HATE,1,0,0,"පර, බල්ලෝ"
Topi.hora.kewanisa.tamaimerata.wetune.ballo,Topihorakewanisatamaimeratawetuneballo,HATE,1,0,0,
Parli men tuw   e kiyanawanam      bo    ruwak    aeliye   kiuwanam    aeththak    aehemDa,Parli men tuw e kiyanawanam bo ruwak aeliye kiuwanam aeththak aehemDa,NORMAL,0,0,1,
Our respect to our Hon. President Anura Kumara Dissanayake for your powerful speech and your excellent handling of the debate. Sri Lankans who truly love Sri Lanka are looking forward to a developed country under your guidance and this government. May the Triple Gem bless you! 🙏,Our respect to our Hon President Anura Kumara Dissanayake for your powerful speech and your excellent handling of the debate Sri Lankans who truly love Sri Lanka are looking forward to a developed country under your guidance and this government May the Triple Gem bless you,NORMAL,0,0,1,
මෝඩ   නාමල්   පවු   රටට   කෙලිය    දැන්බයිල   😊,මෝඩ නාමල් පවු රටට කෙලිය දැන්බයිල,HATE,1,0,0,
Namolpol😮buruwoo😮tota.kauda😮rata.danna😮moda.namal😮buruwa😮,Namolpolburuwoototakaudaratadannamodanamalburuwa,HATE,1,0,0,
"නාමල් ඔය පන්ඩිතකම් කියවන්න උබ මොනාද බන් දන්නේ උබ ආර්තික විද්‍යාව දන්නවද? දන්න හුත්#ක් කරගෙන හිටු කාලකන්නියා තාත්තල බාප්පල මාමල අම්මල එක්ක එකතුවෙලා රට වල පල්ලට ඇදල දාල එනව මෙතන අනුරට ඇගිල්ල දික කරන්න, තොපි හදාපු රට තමා මේ ගොඩ දාන්න දගලන්නේ කවුරුත් ලියල දුන්න ස්කිරිපිට් එකක් කියවල දුවනවා ..පල් හොරා....අපි මැරිල ඉපදුනේ නෑ බූරුවෝ...",නාමල් ඔය පන්ඩිතකම් කියවන්න උබ මොනාද බන් දන්නේ උබ ආර්තික විද්යාව දන්නවද දන්න හුත්් කරගෙන හිටු කාලකන්නියා තාත්තල බාප්පල මාමල අම්මල එක්ක එකතුවෙලා රට වල පල්ලට ඇදල දාල එනව මෙතන අනුරට ඇගිල්ල දික කරන්න තොපි හදාපු රට තමා මේ ගොඩ දාන්න දගලන්නේ කවුරුත් ලියල දුන්න ස්කිරිපිට් එකක් කියවල දුවනවා පල් හොරාඅපි මැරිල ඉපදුනේ නෑ බූරුවෝ,HATE,1,0,0,"කාලකන්නියා, වල, පල්ලට, ඇදල, දාල, දාන්න, ඉපදුනේ, නෑ, බූරුවෝ"
නාමල් ප.      koo...  තොගේ මහඑකාගෙන් එපැ ඕක අහන්න...,නාමල් ප koo තොගේ මහඑකාගෙන් එපැ ඕක අහන්න,HATE,1,0,0,
ඔය කයිවාරු ගහලා තමා තොපි අපේ රට විනාශ කරලා දාලා මුන් ඉන්නකම් රට හදන්න බැහැ,ඔය කයිවාරු ගහලා තමා තොපි අපේ රට විනාශ කරලා දාලා මුන් ඉන්නකම් රට හදන්න බැහැ,NORMAL,0,0,1,
මුන් කැහැ ගහනවා මිනිසුන් එනකොට දුවපු උන් දැන් කයිය ගහනවා,මුන් කැහැ ගහනවා මිනිසුන් එනකොට දුවපු උන් දැන් කයිය ගහනවා,NORMAL,0,0,1,
Naa   molayo     thota   kata        block    unaa   neda   tharu    dakka   neda    hithalaa    kathaaa    karapiya       heena  dakapiya     thopi     haththa   rata     vinaasa    kalaa    salli   vinaasa   kalaa   kata   vahapiya    moda   gon   booru      balla  janapathi   obata   dewi  pihitai  dewiyan   obava  balaa  gannawaamai  dewi  pihitai   rata   hadanna   piluluwan    obata   pamanai    janathaawa  oba   samagai,Naa molayo thota kata block unaa neda tharu dakka neda hithalaa kathaaa karapiya heena dakapiya thopi haththa rata vinaasa kalaa salli vinaasa kalaa kata vahapiya moda gon booru balla janapathi obata dewi pihitai dewiyan obava balaa gannawaamai dewi pihitai rata hadanna piluluwan obata pamanai janathaawa oba samagai,HATE,1,0,0,"Naa, moda, gon, booru, balla"
"හම්බන්තොට ජාත්‍යන්තර සම්මන්ත්‍රණ ශාලාව,මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්.",හම්බන්තොට ජාත්යන්තර සම්මන්ත්රණ ශාලාවමත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,0,0,1,
තාත්තටයී බාප්පටයී කියපන්  මට අනුර ජනපතී පාඩමක් ඉගැන්නූවා කියා😊,තාත්තටයී බාප්පටයී කියපන් මට අනුර ජනපතී පාඩමක් ඉගැන්නූවා කියා,NORMAL,0,0,1,
කැරියො නාමල් බෙබි ගෙදර පල.,කැරියො නාමල් බෙබි ගෙදර පල,HATE,1,0,0,
නෑමොලයා අතට අරන් පුකේ තියාගත්තා,නෑමොලයා අතට අරන් පුකේ තියාගත්තා,HATE,1,0,0,"පුකේ, තියාගත්තා"
සාටක හොරා  පල පල,සාටක හොරා පල පල,HATE,1,0,0,
Ape janadipathi thumata jaya neyathai❤❤❤❤❤,Ape janadipathi thumata jaya neyathai,NORMAL,0,0,1,
තොපි රට කාල දැන් කයි වාරු ගහන ගොන් පක# නෑ මොලේ නිකමට කියනව නෙමේ,තොපි රට කාල දැන් කයි වාරු ගහන ගොන් පක නෑ මොලේ නිකමට කියනව නෙමේ,HATE,1,0,0,"ගොන්, පක, නෑ, මොලේ"
Ewane wipakse enkam kiuwe Dan tharenawada boru kiyla ratawal winasa karnna Hoda nha kiyla danwath thrum gathathnm hari pahugiya anduwakta uadukarnm ada ape rate Hoda thank ko thibuna udgsana ewa mewa ey okom ajvp karapuwa Dan tharum Ganna okoma ekathuwela yannaona kiyla,Ewane wipakse enkam kiuwe Dan tharenawada boru kiyla ratawal winasa karnna Hoda nha kiyla danwath thrum gathathnm hari pahugiya anduwakta uadukarnm ada ape rate Hoda thank ko thibuna udgsana ewa mewa ey okom ajvp karapuwa Dan tharum Ganna okoma ekathuwela yannaona kiyla,DISINFO,0,1,0,
පල  ⁣හිර බාරයට හොර  සාටකේ,පල හිර බාරයට හොර සාටකේ,HATE,1,0,0,
මු හැමදාම බැනුමි අහනවා  නැමලයා,මු හැමදාම බැනුමි අහනවා නැමලයා,HATE,1,0,0,
Kalakanniya pala pala namal,Kalakanniya pala pala namal,HATE,1,0,0,Kalakanniya
ඇයි වෙන අය නැද්ද ආණ්ඩු කරන්න ?,ඇයි වෙන අය නැද්ද ආණ්ඩු කරන්න,NORMAL,0,0,1,
Namal 🐂🐂🐂🐂🐂 maru kieyawanawa,Namal maru kieyawanawa,HATE,1,0,0,
නැ මොලයෝ තෝ ගොන් කතා කරන්න එපා තොපි රට කාලා දැන් එනවා බන කියන්න ඉරිසියා කාරයෝ,නැ මොලයෝ තෝ ගොන් කතා කරන්න එපා තොපි රට කාලා දැන් එනවා බන කියන්න ඉරිසියා කාරයෝ,HATE,1,0,0,
නාමල්.අහගත්තද,නාමල්අහගත්තද,HATE,1,0,0,
දැන් මූන්ට තෙරේඑන්නේ කළ කන්නි අපේ රට කෑවා,දැන් මූන්ට තෙරේඑන්නේ කළ කන්නි අපේ රට කෑවා,HATE,1,0,0,
නාමල් රෙද්දේ ගු ගියාද.....හරියට කතාවක් කරන්න බැරිනම් පල හු**තෝ යන්න.. ..,නාමල් රෙද්දේ ගු ගියාදහරියට කතාවක් කරන්න බැරිනම් පල හුතෝ යන්න,NORMAL,0,0,1,
දැන් ඉතින් කිසිම ආණ්ඩුවකට වැරදි කරන්න බැහැ. මාලි මාව ඉතා හොඳින් කරගන යැයි සිතමි,දැන් ඉතින් කිසිම ආණ්ඩුවකට වැරදි කරන්න බැහැ මාලි මාව ඉතා හොඳින් කරගන යැයි සිතමි,NORMAL,0,0,1,
මෙච්චර දුර දැක්මක් තිබේ නම් නාමල් මහත්මයා ඇයි ඔබ සියයට දෙකට බැස්සේ.,මෙච්චර දුර දැක්මක් තිබේ නම් නාමල් මහත්මයා ඇයි ඔබ සියයට දෙකට බැස්සේ,NORMAL,0,0,1,
පලමුවෙන්ම ජාතික ලැයිස්තුවේන් පාර්ලිමේන්තු එන එක නවත්වන්න .,පලමුවෙන්ම ජාතික ලැයිස්තුවේන් පාර්ලිමේන්තු එන එක නවත්වන්න,NORMAL,0,0,1,
ඔය මෑමලයා කොමිස් ගහගන්න නැතුව මරු කියවනවා ඕකට ගූ ගහලා එලවන්න ඕනෙ මෑ මල යට,ඔය මෑමලයා කොමිස් ගහගන්න නැතුව මරු කියවනවා ඕකට ගූ ගහලා එලවන්න ඕනෙ මෑ මල යට,HATE,1,0,0,"නැතුව, ගූ, ගහලා, එලවන්න"
ජනාධිපති  thumanu mu  mokekkad  atapaswath  nada  koheda,ජනාධිපති thumanu mu mokekkad atapaswath nada koheda,NORMAL,0,0,1,
Topi appa kala  hadanna epai,Topi appa kala hadanna epai,HATE,1,0,0,
Namal to meranna oni,Namal to meranna oni,NORMAL,0,0,1,
නාවල් මහත්තයෝ ජාතික ලැයිස්තුවෙන් ආවෙ නැත්නම් ඔය පුටුවත් නෑ,නාවල් මහත්තයෝ ජාතික ලැයිස්තුවෙන් ආවෙ නැත්නම් ඔය පුටුවත් නෑ,NORMAL,0,0,1,
namal modaya namala modaya 😂😂 oka gona noveda puta 😂😂 akd ape eka bn😊,namal modaya namala modaya oka gona noveda puta akd ape eka bn,HATE,1,0,0,"gona, puta"
Unta ona me Rata Vinaasa karanna. ANIKA oun Me Lakmawa Diunu Wenawata Akamathima kalliyak OYA. KALA waradi WALATA DADUWAM Labadeema KALA Yhthuya..!!!,Unta ona me Rata Vinaasa karanna ANIKA oun Me Lakmawa Diunu Wenawata Akamathima kalliyak OYA KALA waradi WALATA DADUWAM Labadeema KALA Yhthuya,HATE,1,0,0,karanna
නාමල් උබට නෙවෙයි උබලගෙ පරම්පරාවට ආයෙත් මේ රටේ පාලනය එන්නෙ නැහැ නාමල් බල්ලො උබේ අම්මට කියන්නෙ නැහැ මම පරෙස්සම් වෙයම් නාමල් බල්ලො,නාමල් උබට නෙවෙයි උබලගෙ පරම්පරාවට ආයෙත් මේ රටේ පාලනය එන්නෙ නැහැ නාමල් බල්ලො උබේ අම්මට කියන්නෙ නැහැ මම පරෙස්සම් වෙයම් නාමල් බල්ලො,HATE,1,0,0,"නැහැ, බල්ලො, අම්මට, කියන්නෙ"
නොදකින් කාලකන්නියා ....තොට කියන්න හරුප නෑ බොල. මෑ මැල් තොපි මේ රටට ශාපයක් භූමිකාවක් ඇවිත් ඇදගන පල දෙයියනේ,නොදකින් කාලකන්නියා තොට කියන්න හරුප නෑ බොල මෑ මැල් තොපි මේ රටට ශාපයක් භූමිකාවක් ඇවිත් ඇදගන පල දෙයියනේ,HATE,1,0,0,"කාලකන්නියා, නෑ"
මේක මේ ජාතික ලැයිස්තුවෙන් ද මොකෙන්ද ඇවිත් උඩ පනින හැටි අනේ බූරු පුතේ උබලා හරියට රට කරනම් අද ඔහොම වෙනවද බූරු පුතේ උබලා හොරා කාපු සල්ලි දැන් දෙන්න වෙලාව හරි නිකන් තප්පුනන්නේ නැතුව,මේක මේ ජාතික ලැයිස්තුවෙන් ද මොකෙන්ද ඇවිත් උඩ පනින හැටි අනේ බූරු පුතේ උබලා හරියට රට කරනම් අද ඔහොම වෙනවද බූරු පුතේ උබලා හොරා කාපු සල්ලි දැන් දෙන්න වෙලාව හරි නිකන් තප්පුනන්නේ නැතුව,NORMAL,0,0,1,
Muta pissu chiyana Nisa thamae vipaksata watune,Muta pissu chiyana Nisa thamae vipaksata watune,NORMAL,0,0,1,
පට්ට පල් හොරා කෑ ගහනවා,පට්ට පල් හොරා කෑ ගහනවා,HATE,1,0,0,
Ubala horakan karapu salli Tika   dila lankawa goda dapan gon maamalayo,Ubala horakan karapu salli Tika dila lankawa goda dapan gon maamalayo,HATE,1,0,0,gon
Kiyapan pakaya,Kiyapan pakaya,HATE,1,0,0,pakaya
Ane thopi hitiyoth nam ama kalaya yai ane Pala yanna,Ane thopi hitiyoth nam ama kalaya yai ane Pala yanna,HATE,1,0,0,
❤niya may.sao,niya maysao,NORMAL,0,0,1,
ආර්තිකය අස්ථාවර කරන්න ඒ කාලේ කරපුවා. ආන්ඩු අරාජිත කරන්න දරපු ප්‍රයත්න මතක නෑ. දැන් ඔබට එවැනි කඩාකප්පල් ක්‍රියා නෑ. කරගෙන යන්න. අදානිලාට බාධාකලේ කව්ද?,ආර්තිකය අස්ථාවර කරන්න ඒ කාලේ කරපුවා ආන්ඩු අරාජිත කරන්න දරපු ප්රයත්න මතක නෑ දැන් ඔබට එවැනි කඩාකප්පල් ක්රියා නෑ කරගෙන යන්න අදානිලාට බාධාකලේ කව්ද,NORMAL,0,0,1,
Satakeata maru  peanne,Satakeata maru peanne,NORMAL,0,0,1,
Jaya weva jandhipathi tumani niyamai,Jaya weva jandhipathi tumani niyamai,NORMAL,0,0,1,
